"wave","original_mac_m2.mg","original_corrected_mac_m2.mg","invivo_corrected_mac_m2.mg","invivo_corrected_750_normalised_mac_m2.mg"
658,0.021778088,0.021778088,0.0948941603675187,0.0665503902051699
659,0.021689536,0.021689536,0.0944854151975546,0.0661416450352058
660,0.021600983,0.021600983,0.0940350526174332,0.0656912824550844
661,0.021324413,0.021324413,0.0937352974095219,0.0653915272471731
662,0.021047842,0.021047842,0.0934709728519072,0.0651272026895584
663,0.020743242,0.020743242,0.0932264637797649,0.0648826936174161
664,0.020438641,0.020438641,0.0929104675534736,0.0645666973911248
665,0.020487807,0.020487807,0.0926147696935002,0.0642709995311515
666,0.020536972,0.020536972,0.0923314406675356,0.0639876705051868
667,0.020311178,0.020311178,0.0922167665192163,0.0638729963568675
668,0.020085384,0.020085384,0.0921452028481839,0.0638014326858351
669,0.019929067,0.019929067,0.0919449943021055,0.0636012241397567
670,0.019772749,0.019772749,0.0916279337927989,0.0632841636304501
671,0.019428746,0.019428746,0.0912417170892236,0.0628979469268748
672,0.019084743,0.019084743,0.0909750572390996,0.0626312870767508
673,0.018951523,0.018951523,0.0907346558542374,0.0623908856918886
674,0.018818303,0.018818303,0.0904751497003967,0.0621313795380479
675,0.018613191,0.018613191,0.0901628001302035,0.0618190299678548
676,0.018408078,0.018408078,0.0899015906673009,0.0615578205049521
677,0.018312893,0.018312893,0.0895446550351898,0.061200884872841
678,0.018217708,0.018217708,0.0891765153902539,0.0608327452279051
679,0.017803564,0.017803564,0.0887586945430993,0.0604149243807505
680,0.01738942,0.01738942,0.0882236934002585,0.0598799232379097
681,0.017328823,0.017328823,0.0876875214897008,0.059343751327352
682,0.017268226,0.017268226,0.087174598197471,0.0588308280351222
683,0.017206703,0.017206703,0.0864987013022576,0.0581549311399088
684,0.01714518,0.01714518,0.0855844346668953,0.0572406645045466
685,0.01690609,0.01690609,0.0847256012017083,0.0563818310393595
686,0.016667001,0.016667001,0.0837349104145728,0.055391140252224
687,0.016549369,0.016549369,0.0826258902621157,0.0542821200997669
688,0.016431738,0.016431738,0.0815953054691188,0.05325153530677
