,MAC,Imag,Real
0,4381.951354171875,0.4686589978185039,1.4
1,4780.612533002953,0.5283398781512273,1.4
2,5257.341054902233,0.5997693684681235,1.4
3,5720.498185286284,0.673001362576922,1.4
4,5622.7757391001205,0.6815501703176566,1.4
5,5331.082055832956,0.6651989619246659,1.4
6,4922.090496726369,0.631713628300673,1.4
7,4554.581819169573,0.6007840350446862,1.4
8,4341.64834908289,0.5881747717559203,1.4
9,4247.700341982367,0.5905907347523149,1.4
10,4177.520339676527,0.5957262198725819,1.4
11,4122.190268099629,0.602531894869839,1.4
12,4013.6849886913797,0.6009809767802641,1.4
13,3928.5292770779124,0.6022358437183428,1.4
14,3863.706522824119,0.606073029373074,1.4
15,3731.164533015903,0.5985839457735932,1.4
16,3608.0211788653696,0.5916911319193059,1.4
17,3476.0984750769057,0.5824492354070472,1.4
18,3369.62616153235,0.576621868582168,1.4
19,3281.98224589888,0.5733244430780208,1.4
20,3122.765573300002,0.5566440072305189,1.4
21,2969.2536339888534,0.5398655606896481,1.4
22,2838.5455656707604,0.5262200176363416,1.4
23,2766.2553706763306,0.5226804916726397,1.4
24,2710.647254828043,0.5218370572610812,1.4
25,2644.7249779481476,0.5185747398785916,1.4
26,2573.90032293388,0.5138636572074722,1.4
27,2514.5251397885045,0.5109742209733463,1.4
28,2425.608705072273,0.5015530661585835,1.4
29,2324.6454206436965,0.4889640007837153,1.4
30,2199.51160910042,0.47048487584180165,1.4
31,2083.8811239028732,0.4531802095904341,1.4
32,1969.8186848262897,0.4353976732575616,1.4
33,1860.3762934301674,0.4178395152853816,1.4
34,1750.9646076294255,0.39950802327189266,1.4
35,1664.761599429736,0.3857745490729907,1.4
36,1577.613756431661,0.3712041210516895,1.4
37,1546.817045274124,0.36947233256431666,1.4
38,1454.3699154182166,0.3525753690440789,1.4
39,1210.9362018854065,0.2978780747453155,1.4
40,1023.2256123812975,0.2553510505472655,1.4
41,870.2856424220124,0.220286769392014,1.4
42,681.5448643345051,0.17494248155282166,1.4
43,467.7534763194997,0.12173302742971016,1.4
44,0.004604034126106195,1.3372303387993344e-06,1.4
45,0.004746117256637168,1.3954182767710855e-06,1.4
46,0.0047295959623893805,1.4074221521939377e-06,1.4
47,0.004423801825221238,1.3321958113709694e-06,1.4
48,0.004029393473451327,1.227787671594407e-06,1.4
49,0.0037707601216814155,1.1624230952204957e-06,1.4
50,0.0038026011615044245,1.185795366457058e-06,1.4
51,0.004369431747787611,1.3781319900142524e-06,1.4
52,0.0055956121681415925,1.78482175670441e-06,1.4
53,0.006650872289823009,2.1451268981240966e-06,1.4
54,0.008033854811946902,2.6198258904880888e-06,1.4
55,0.009458290763274337,3.1180514184462017e-06,1.4
56,0.010651728982300886,3.5494583764641616e-06,1.4
57,0.011736126659292035,3.95265057754416e-06,1.4
58,0.012706377212389382,4.324723741310286e-06,1.4
59,0.013824418252212388,4.754543563617504e-06,1.4
60,0.015325152544247787,5.325316742605612e-06,1.4
61,0.020711695243362832,7.270917912815476e-06,1.4
62,0.03245983738938053,1.1510868674164796e-05,1.4
63,0.052279382743362836,1.8725631816623882e-05,1.4
64,0.07868041095132744,2.8462555594984932e-05,1.4
65,0.09582350663716814,3.500566993885886e-05,1.4
66,0.10368163495575222,3.824598670665786e-05,1.4
67,0.10453473451327434,3.8933351013236084e-05,1.4
68,0.09982165984513275,3.753386517153785e-05,1.4
69,0.09439666758849558,3.583054882198822e-05,1.4
70,0.0848984253318584,3.2527929077114927e-05,1.4
71,0.07581471736725663,2.93178877724048e-05,1.4
72,0.06608818086283184,2.5792201965726125e-05,1.4
73,0.05514507632743363,2.17180380174789e-05,1.4
74,0.04637677488938053,1.8430114178963323e-05,1.4
75,0.040212830199115035,1.612392629087869e-05,1.4
76,0.0379599264380531,1.5355921182590363e-05,1.4
77,0.03864781305309735,1.5771973999461907e-05,1.4
78,0.0427871482300885,1.7613754633817324e-05,1.4
79,0.048560589601769906,2.0163571066571045e-05,1.4
80,0.05659594634955752,2.3701820664901624e-05,1.4
81,0.07049486061946904,2.9773867190196508e-05,1.4
82,0.09630712997787612,4.101915372839216e-05,1.4
83,0.14262683130530976,6.125612572429176e-05,1.4
84,0.22537148064159293,9.75972005455585e-05,1.4
85,0.3049830918141593,0.00013316032361742917,1.4
86,0.33249855641592924,0.00014635938088161866,1.4
87,0.34325241703539816,0.00015231673977161123,1.4
88,0.35160318030973453,0.00015727584419354055,1.4
89,0.35773107853982306,0.00016129225487847732,1.4
90,0.3602242920353982,0.00016370060936748206,1.4
91,0.35595879424778765,0.0001630312114893013,1.4
92,0.35118263827433627,0.00016209569503756565,1.4
93,0.34535512721238937,0.00016063710082266428,1.4
94,0.3357727765486726,0.00015737705830554027,1.4
95,0.32634061946902654,0.000154119623616467,1.4
96,0.32300632190265494,0.00015369648816835905,1.4
97,0.3344811117256637,0.00016034900008476345,1.4
98,0.3512126769911504,0.00016962214823434293,1.4
99,0.38629789823008853,0.00018794413333895568,1.4
100,0.46142472898230086,0.00022614033311666527,1.4
101,0.5297027323008849,0.0002614912292260045,1.4
102,0.6175059015486726,0.0003070372920216863,1.4
103,0.7368797621681414,0.00036901958626276023,1.4
104,1.0650827820796462,0.0005371763898134429,1.4
105,1.2989041537610617,0.0006597352984211728,1.4
106,1.4636665154867259,0.0007486389518427778,1.4
107,1.9849884457964604,0.0010223623151376779,1.4
108,2.758215055309735,0.001430443581175958,1.4
109,3.659917256637169,0.0019111250777222514,1.4
110,6.251958130530974,0.003286918206937658,1.4
111,9.009512334070797,0.004768800362618158,1.4
112,10.30508219026549,0.005491293250981483,1.4
113,10.855391482300885,0.005823238089022234,1.4
114,10.921476659292036,0.005897624486907519,1.4
115,10.908560011061947,0.00592953925277349,1.4
116,10.510246626106195,0.005750498794048736,1.4
117,9.525577488938053,0.00524571354470812,1.4
118,8.418650774336284,0.004666144642420584,1.4
119,7.302111670353983,0.0040733211377335194,1.4
120,6.278692588495575,0.0035248134710214214,1.4
121,5.550253705752212,0.0031356600976243047,1.4
122,5.054915265486726,0.002873835825610617,1.4
123,4.640080586283187,0.0026545349655327363,1.4
124,4.20121493362832,0.0024184427690411327,1.4
125,3.867184402654867,0.002239943814977551,1.4
126,3.565595685840708,0.002077969724440974,1.4
127,3.3309933075221245,0.0019531225960885967,1.4
128,3.10209828539823,0.0018299695658953337,1.4
129,2.872752682522124,0.001704917071809404,1.4
130,2.7363468694690267,0.0016337184189594636,1.4
131,2.5863635564159284,0.001553392408976458,1.4
132,2.4637755530973453,0.0014885485238686786,1.4
133,2.4101564435840706,0.0014647456433912803,1.4
134,2.3209414546460176,0.001418800551339556,1.4
135,2.231636349557522,0.0013721639341729777,1.4
136,2.218449352876106,0.0013719645880055904,1.4
137,2.2367429314159297,0.0013912521063681918,1.4
138,2.268013235619469,0.0014187878352553537,1.4
139,2.306973451327434,0.0014513844740816266,1.4
140,2.379907455752212,0.0015057539278855122,1.4
141,2.4520904922566373,0.0015601656010665133,1.4
142,2.5783432190265496,0.0016496870599290742,1.4
143,2.7510057632743363,0.001769968309318327,1.4
144,2.913004563053097,0.001884581708509572,1.4
145,3.066051825221239,0.0019945270307387616,1.4
146,3.2195496681415934,0.0021058583195916617,1.4
147,3.5496751659292034,0.0023344432142269143,1.4
148,3.8731921460176992,0.0025610123000862238,1.4
149,4.047717090707965,0.0026908411890538206,1.4
150,4.109897234513275,0.0027468293766251127,1.4
151,4.120410785398231,0.0027685456119382994,1.4
152,4.213530807522123,0.0028461354304006575,1.4
153,4.378443362831858,0.0029731392266712296,1.4
154,5.037492809734514,0.0034386193386219443,1.4
155,6.865348727876107,0.004710798947161675,1.4
156,11.401495353982298,0.007864015539781383,1.4
157,18.63752184734513,0.01292140361998565,1.4
158,26.1135576880531,0.018197639848652882,1.4
159,29.86268993362831,0.020916743713711397,1.4
160,41.83492090707964,0.029451605845673183,1.4
161,54.045659292035396,0.038240590173941644,1.4
162,56.31057853982301,0.04004390945434049,1.4
163,57.8545685840708,0.04134813635483497,1.4
164,56.71910508849558,0.04073883849608757,1.4
165,53.60709402654867,0.03869473090814408,1.4
166,48.04392367256637,0.034850397219077144,1.4
167,44.2019717920354,0.032221081659993635,1.4
168,40.77455420353982,0.029868025566247774,1.4
169,35.42465873893806,0.02607543135066938,1.4
170,31.144141592920356,0.023035653491244923,1.4
171,27.67617173672566,0.02056924943881105,1.4
172,24.790051825221237,0.01851263018402671,1.4
173,23.204307964601767,0.01741115880197013,1.4
174,21.58492074115044,0.01627301688442509,1.4
175,19.54649341814159,0.014805917450627107,1.4
176,17.991088661504424,0.013691881721547705,1.4
177,16.53931747787611,0.012645994167119246,1.4
178,15.183670188053096,0.01166359448259679,1.4
179,14.186384789823009,0.010948088208293015,1.4
180,13.532441924778762,0.01049166363493068,1.4
181,12.764051548672567,0.009941437514002973,1.4
182,12.090283130530972,0.009459767463133331,1.4
183,11.608762500000001,0.009124398640533597,1.4
184,11.238685508849558,0.008873587661369,1.4
185,10.872213163716813,0.008622996906778334,1.4
186,10.598560453539823,0.00844374140220411,1.4
187,10.373270077433627,0.008301236800782015,1.4
188,10.223977654867255,0.008218214348407922,1.4
189,10.156991316371682,0.008200579935315526,1.4
190,10.161196736725664,0.00824020070433233,1.4
191,10.217068750000003,0.008321934566385738,1.4
192,10.332117035398229,0.008452477609971015,1.4
193,10.57362831858407,0.008687748409571573,1.4
194,11.021505586283187,0.00909503610872048,1.4
