,13_7_SB2,13_7_SB4,14_7_S5,14_7_SB1,14_7_SB5,14_7_SB10,15_7_SB3,21_7_S3,21_7_SB1,21_7_SB7,22_7_SB4,22_7_SB5,22_7_S3,22_7_S5,23_7_SB3,23_7_SB4,23_7_SB5,23_7_S3,23_7_S5,24_7_SB2,24_7_S1,25_7_S1,25_7_S1,13_7_S1,13_7_S3,13_7_SB3,13_7_SB5,14_7_S1,15_7_S1,15_7_S4,15_7_SB1,15_7_SB2,15_7_SB5,20_7_SB2,21_7_S2,21_7_S4,21_7_SB3,21_7_SB5,21_7_SB8,22_7_S2,22_7_S4,23_7_SB1,23_7_SB2,23_7_S4,25_7_S3,13_7_S4,14_7_S4,14_7_SB6,14_7_SB8,17_7_SB1,17_7_SB2
0,0.862594279785964,0.675957092259193,0.8684610037556882,0.8302385364140696,0.5203132484109925,0.7607078829041466,0.6313972093168745,0.9665763328754834,0.5251761183534539,0.5908133971706221,0.7949403516480348,0.8783555293166145,0.7002055334309006,0.8688128008690763,0.736802866922333,1.0822075246924077,0.8053543063915426,0.9586249755121953,1.0192880506849251,1.056889217341182,1.092426083042462,1.0514565980232864,0.8744150608304879,1.0339573752744942,0.9322602896632571,1.368914588989148,1.3305064598048173,1.0217190062849775,0.901167072753846,1.0338689158456098,1.1141075872378892,1.1784275775089352,1.0621149660642946,0.9386496862060786,0.9584832381248013,1.051488552340798,1.214123267140077,0.7951889158884224,0.9021388831151237,1.0123396996000849,1.1603922124153812,0.9956724540351267,1.06804822616373,1.0458211587553494,1.2090270956381055,1.060997552228517,1.0698667737958265,1.1018409542314453,1.1087583715121576,0.8004256455776706,1.0875515314459723
1,0.8627602323927646,0.6753197352331298,0.8670490780405854,0.8270971083798949,0.5202677115205946,0.7609018794753211,0.6298990769700885,0.966246870406686,0.5254179874960928,0.5900628257568488,0.7950204330465648,0.877091996250579,0.6997712259827928,0.8669079793238453,0.7367715567048717,1.0810842310696032,0.8049707846850023,0.957266856378872,1.0178488631762206,1.056906419113281,1.0925412904769476,1.0509177298344463,0.8736611470469222,1.0319688430970337,0.9317930360434452,1.3674789857444847,1.3302728665511778,1.0214158737955747,0.9008539561307382,1.0332189915210357,1.1128162348753323,1.1778018026036725,1.0607159541923665,0.9382985452186277,0.9575782427244073,1.0504586575043853,1.2133013747442092,0.7947206306776584,0.9018600408676847,1.0121593419646888,1.1595280151506504,0.9943922357663751,1.066844880361173,1.044383759543553,1.207906486929295,1.0602409333212235,1.0695759156349685,1.1009542157756211,1.1074667285665678,0.798756565288169,1.08720108710357
2,0.8627678847118165,0.6738008451011812,0.8650687567248655,0.8247018786951023,0.5198013244178398,0.7604430571798586,0.6285459035798825,0.9665616611963265,0.524781797766841,0.5896276221228194,0.7948679113501764,0.876308483875245,0.6989213579824434,0.8653892491067194,0.7364740043842221,1.0802078701596356,0.8048773251180665,0.9552956390973738,1.0181400605487045,1.0556060084066035,1.0921713009468104,1.050537426209002,0.8731467635725974,1.0316164958771739,0.9310127929462847,1.3663740834595275,1.3299475995867602,1.021314835916546,0.9004294690611806,1.0329320731503335,1.1120192846743868,1.178061176234636,1.059459678463475,0.937788352361567,0.9569118369610405,1.04986226786299,1.2126629341367694,0.7943093355604279,0.9010958876027376,1.0113945779721356,1.1583995379758258,0.993660804017353,1.0654757366722907,1.043045560954344,1.2068360083840441,1.0594685945206093,1.0689249064751885,1.100118213419137,1.1062247634438374,0.7973175466109782,1.0868514096470592
3,0.8616110223686517,0.6730057750321755,0.8653516596344464,0.8277218145034076,0.5188613690575179,0.75851237733616,0.627526681983301,0.9663950324574693,0.5237868488256561,0.5897037719645244,0.7941352596979182,0.8765215399871149,0.6975610914434216,0.8651745460621633,0.7359970138930506,1.0792145368167558,0.805305405461664,0.9543414877576208,1.0168155719620073,1.0531220105642278,1.0917275944765836,1.0498043786613998,0.872370381496653,1.0316970962296994,0.9302749654642167,1.3657776484473962,1.3295956463188967,1.0199722834673146,0.8999385386038086,1.0326784887764289,1.110954533791702,1.177607314795522,1.058598491508499,0.9372163350744042,0.9565751162097224,1.0490352427880325,1.2120425313780618,0.7941162872166522,0.9007474078617685,1.0110427475227624,1.157722279396494,0.9929907621110978,1.0639944728983397,1.0418482946194174,1.2057110681848648,1.0582840811360146,1.0674177820039128,1.099832513063259,1.1053282902944128,0.7959373315604213,1.0862835929881605
4,0.8620171680064597,0.6727664379141247,0.8641716805744627,0.8270527798643416,0.5181054328246913,0.7579203887191296,0.626407656597142,0.9658450968532958,0.5233529320770989,0.5888786167146387,0.7945669746482814,0.875462875893231,0.6971060713112701,0.8645847904589851,0.735223862988425,1.0783158513801319,0.8050012982576248,0.9539542862674372,1.0135054272176252,1.0533867355143134,1.0929762135130754,1.0487902369841215,0.8716192585541689,1.0305609432849172,0.9308619967475679,1.3640818261556986,1.3289945378245822,1.0190052280511344,0.8989983013033148,1.032668530357683,1.1099393113962637,1.175856168310897,1.057520543700448,0.9357443989013862,0.9562983488639292,1.048814410034633,1.2111114658503659,0.7934623942353782,0.8999647437652122,1.010506330389745,1.1571897481241054,0.9918588395648302,1.0627067710623055,1.039963857413836,1.204418964451013,1.0576102607311522,1.0667646868388707,1.0988838772886536,1.1043009051617372,0.7945905195976378,1.0856771562926673
5,0.863295337632862,0.6732666061132893,0.8636192046956764,0.8255809093256427,0.5174023653979734,0.7577827374452479,0.6255281935151099,0.964776553347198,0.5230235477589985,0.5885009099085998,0.7941588719335785,0.8734176221800442,0.6966590866307641,0.8633283417145226,0.7346998453608593,1.077743310159638,0.8046118196149223,0.9528868300257575,1.0115599311435315,1.053404495429209,1.0941584400873425,1.0475500511366824,0.8712994402976163,1.0295626972446141,0.9307681271429907,1.362716745654977,1.3285558347625976,1.0179795512049996,0.8980782994916013,1.0323492960006548,1.1091604174889511,1.173962215903306,1.0562776151286193,0.9344777487842875,0.9559992861110966,1.048633147964256,1.2105161429273295,0.7925840868940699,0.8991127845611707,1.0098399901550361,1.1565144708695978,0.9908512754678286,1.0614240364102951,1.0383154670447359,1.203365125634262,1.056850193006144,1.0662737167795577,1.0980675058053138,1.103350074310321,0.7933637551352922,1.0849749989325708
6,0.8642976853816228,0.6730509531388116,0.8641325444900756,0.824474375295768,0.5163802114497732,0.7569652908435729,0.6247863192785762,0.9641507710494048,0.523145622618122,0.5884553306187185,0.7928339374381111,0.872194826873088,0.6961396094311167,0.8619239019882934,0.7341765697331266,1.0767633146263318,0.8043608057736091,0.951634568544498,1.01185474746844,1.051804358676162,1.0940051642581672,1.0463076379526983,0.8706097976583288,1.0284631836213587,0.9295443033227266,1.3621151078358023,1.3283390997406377,1.0171625530456834,0.8975107013693352,1.0316139418782961,1.108526972387469,1.1727664115532337,1.0551052691656575,0.9336080163633151,0.9558149688196635,1.0477885107337197,1.2102580807884329,0.7920192423232273,0.8983971848762183,1.0093751896087222,1.1556515500835167,0.9899435311662745,1.0599349124481305,1.037055104071303,1.2028612255333122,1.0558156916990307,1.0655855084827062,1.0975386847965618,1.1026127234889886,0.7920682417996656,1.084263126290087
7,0.8638134010898768,0.6725280097801463,0.8639835959841188,0.8244127990371874,0.5158935208640164,0.7561665388154684,0.6232962939775046,0.9650970917260783,0.5228725465841296,0.5881068506306818,0.7915305448539371,0.8719344155843813,0.6959868584532978,0.861247729434187,0.7339485083864228,1.0744067917300582,0.8040931832336828,0.951507662451307,1.0105321166126002,1.0516280633684887,1.0933122747265795,1.0458188268078064,0.8698604330707268,1.0271922374567324,0.9287214491001998,1.36125886410107,1.3281522882750836,1.0175667631716487,0.8971492430636344,1.0311218234619857,1.1075790448430995,1.1715025525475646,1.0540697768684077,0.9332064764709636,0.9553566518029527,1.0472021672795702,1.2094800903321508,0.7914887104620507,0.8982761215192664,1.00886396385816,1.1545996224967403,0.9889632972427818,1.0584018429813455,1.0351748699485124,1.2018956135202612,1.0551016463327958,1.0644293572025152,1.0973814815608887,1.1018987622643688,0.7905894802047302,1.0837341242459813
8,0.864228262709788,0.6724273549412454,0.8628009351086328,0.82411825991048,0.5152098372722811,0.7558959550062824,0.6226341435953902,0.9648239168755809,0.5222657470818561,0.5879969272931568,0.7906312374455168,0.8721352243564043,0.6952624760028495,0.8608817173932721,0.7336501936750967,1.0731142823433033,0.8036627353345348,0.9508071478018354,1.0089167452283618,1.0518072378309706,1.0933739811094545,1.0451763924969104,0.8692578390357638,1.0265021462007458,0.9279898801936581,1.3600886026874148,1.3279730959521332,1.0163728309852167,0.8965639522209644,1.030662056460091,1.1066835734365459,1.1707981380646688,1.0530664102353573,0.9328976977406814,0.9545615275467023,1.0463705849605474,1.2088670808361917,0.7909222877505613,0.8978123415686554,1.0083204740525222,1.1535640474278808,0.9884191827708518,1.0571730131379864,1.0339178208914026,1.2005488939661968,1.0543810806478593,1.0634691434737917,1.0970198697149032,1.1010478296846173,0.7891241350731939,1.0832573326055108
9,0.865460110216172,0.6719354377459895,0.8615082778112392,0.8233179342742892,0.5148470990489725,0.7560461372314392,0.6223032233483685,0.9636019967857798,0.5219090791591737,0.5877604145058104,0.79021234566442,0.8717924302202895,0.694301618127558,0.8601600324375327,0.7330381396420335,1.0723745486063678,0.8028675594153216,0.949516752382423,1.0074166026982345,1.0510253993286789,1.0933015785163251,1.0442039135234058,0.8683672608009175,1.0253781875824213,0.9273947327015704,1.3588809445455887,1.3276480583219592,1.0144184086174581,0.895777331605484,1.0300899703018918,1.1058273400005318,1.170421020047868,1.051935774960981,0.9320866682005208,0.953901897014117,1.0452378686462207,1.2086306490878946,0.7900319811282126,0.8969750889294901,1.0076874464982701,1.1525585764205628,0.9878513291558167,1.055974092182634,1.0327317978357153,1.199521232424303,1.0536774721038547,1.0626429460657207,1.0963375647251201,1.1001630388741437,0.7878368232624379,1.0827078239078356
