Wavelength,13_7_S1,13_7_S2,13_7_S3,13_7_S4,13_7_S5,13_7_SB1,13_7_SB2,13_7_SB3,13_7_SB4,13_7_SB5,14_7_S1,14_7_S2,14_7_S3,14_7_S4,14_7_S5,14_7_SB1,14_7_SB2,14_7_SB3,14_7_SB4,14_7_SB5,14_7_SB6,14_7_SB7,14_7_SB8,14_7_SB9,14_7_SB10,15_7_S1,15_7_S2,15_7_S3,15_7_S4,15_7_SB1,15_7_SB2,15_7_SB3,15_7_SB4,15_7_SB5,17_7_SB1,17_7_SB2,20_7_SB1,20_7_SB2,20_7_SB3,20_7_SB4,21_7_S1,21_7_S2,21_7_S3,21_7_S4,21_7_S5,21_7_SB1,21_7_SB2,21_7_SB3,21_7_SB4,21_7_SB5,21_7_SB6,21_7_SB7,21_7_SB8,21_7_SB9,21_7_SB10,22_7_S1,22_7_S2,22_7_S3,22_7_S4,22_7_S5,22_7_SB1,22_7_SB2,22_7_SB3,22_7_SB4,22_7_SB5,22_7_SB6,22_7_SB7,23_7_S1,23_7_S2,23_7_S3,23_7_S4,23_7_S5,23_7_SB1,23_7_SB2,23_7_SB3,23_7_SB4,23_7_SB5,24_7_S1,24_7_S2,24_7_SB1,24_7_SB2,25_7_S1,25_7_S2,25_7_S3,25_7_S4,25_7_S5,RAIN2
350,0.446291541,0.360307349,0.552657446,0.67811911,0.270193683,0.416523966,0.289825214,0.565142862,0.260573183,0.674749674,0.396220009,0.506697352,0.513864788,0.688841481,0.274998339,0.243994353,0.421868777,0.366000784,0.218347883,0.287365385,0.691744339,0.502718408,0.766902791,0.332485769,0.283470712,0.470625448,0.453840923,0.534222264,0.72717261,0.615234196,0.36341153,0.261378761,0.420505826,0.640340562,0.841335141,0.859516231,0.442431295,0.458402625,0.415721603,0.524788519,0.428643018,0.598920652,0.357932301,0.723804242,0.380468625,0.202164321,0.302238608,0.588362684,0.411658683,0.411607692,0.366608535,0.291402439,0.358499676,0.559097018,0.292141948,0.433731708,0.540795691,0.289941398,0.699761094,0.332046763,0.355031673,0.418672635,0.4820373,0.262550567,0.280124813,0.442180513,0.422092904,0.390215003,0.453950454,0.271644167,0.674769528,0.334375196,0.624598978,0.600778727,0.263853166,0.312843901,0.289047954,0.319644921,0.357922418,0.419515016,0.249745547,0.349706864,0.331468768,0.419622495,0.370439916,0.33326097,0.1717
351,0.446530895,0.360227022,0.552669325,0.677978613,0.270328305,0.41699378,0.289909883,0.565230506,0.261064737,0.674834336,0.395920811,0.50677022,0.514229094,0.688729466,0.275509456,0.24478779,0.422275403,0.366435092,0.218728612,0.287309072,0.692062637,0.502874979,0.767341394,0.332691069,0.28356302,0.47038598,0.454149091,0.534433136,0.727315571,0.61528616,0.3634829,0.26154439,0.420707172,0.640414211,0.841014873,0.859276499,0.44246541,0.458473684,0.415960566,0.524714187,0.428512413,0.598894006,0.357894417,0.723561381,0.380587899,0.202174576,0.302232818,0.58825693,0.411826871,0.41175629,0.366700585,0.291637322,0.358671907,0.558931546,0.292167748,0.433809169,0.540770216,0.289996115,0.699657709,0.332283661,0.355049198,0.418510475,0.481884457,0.262427531,0.280379786,0.442346801,0.422299169,0.390305529,0.454383251,0.272138942,0.675020492,0.3346595,0.624762665,0.600885708,0.263910201,0.312886015,0.289231178,0.319686757,0.357996569,0.419791833,0.249604829,0.349752481,0.331836046,0.419774536,0.370477877,0.333448886,0.1714
352,0.446156374,0.360247807,0.552677379,0.677891289,0.27031211,0.417414685,0.290021498,0.565197753,0.261760081,0.675005065,0.395804657,0.507644387,0.514765563,0.688663392,0.276258247,0.245685635,0.422312998,0.366838078,0.219302475,0.287661575,0.692448684,0.502986386,0.76768557,0.33288911,0.283836621,0.470322413,0.45433492,0.53460207,0.727330099,0.61518147,0.363368009,0.261823951,0.420907397,0.640455974,0.840807993,0.859087519,0.442463278,0.458552995,0.416073119,0.524654055,0.428464604,0.598825677,0.357623284,0.723157017,0.3807575,0.202207604,0.302338036,0.588191859,0.412053482,0.411754707,0.366685237,0.292023861,0.359022061,0.558746053,0.292322054,0.433764424,0.540997775,0.29011903,0.699730716,0.332575153,0.355174248,0.41839406,0.481746648,0.262361776,0.280406746,0.442642866,0.422552991,0.390265342,0.454710214,0.272547462,0.675222826,0.33449134,0.624794663,0.601123885,0.264083904,0.31286201,0.289281791,0.319779838,0.358010948,0.419973209,0.249739447,0.349738945,0.332003415,0.419963751,0.370470079,0.333617206,0.1712
353,0.445691356,0.360538216,0.552690941,0.678077277,0.270571503,0.418162349,0.290509818,0.564899679,0.262080895,0.675178327,0.396379536,0.509033673,0.51495222,0.689146437,0.276202559,0.245034923,0.42202038,0.366772257,0.219730992,0.288198578,0.69244651,0.503096891,0.767711992,0.333177798,0.284535478,0.470333111,0.454527695,0.534289808,0.727381456,0.615293804,0.363459322,0.262070809,0.421098277,0.640283136,0.840781285,0.859115039,0.442594555,0.458492343,0.416179764,0.524396715,0.428415501,0.59870749,0.357539153,0.722951263,0.380493214,0.202292705,0.302487347,0.588173945,0.412272688,0.411581822,0.36683802,0.292219314,0.35917884,0.558783789,0.292446818,0.433744393,0.540987442,0.290405715,0.699532551,0.332527895,0.355168591,0.418617861,0.481812026,0.262544778,0.280124656,0.442754179,0.422725423,0.390365084,0.455131812,0.272542343,0.675319647,0.334885652,0.62485334,0.601399047,0.264266304,0.31285246,0.28914681,0.319875168,0.358165987,0.42027735,0.250180867,0.349869894,0.331857139,0.42018986,0.370697086,0.333867065,0.17105
354,0.445822012,0.360695303,0.552299413,0.677914873,0.271097524,0.418866076,0.290442677,0.564973888,0.262186471,0.675399203,0.396764102,0.509032419,0.515164679,0.689338626,0.276393099,0.245111126,0.42209985,0.367095374,0.21991811,0.288302651,0.692661491,0.503450807,0.767828291,0.333682956,0.284603784,0.470452931,0.454724481,0.534228915,0.727163726,0.615359947,0.363754632,0.262254059,0.421373284,0.640248427,0.840695854,0.859183135,0.442773283,0.458696083,0.416242958,0.524335049,0.428230136,0.598657307,0.357590573,0.722213009,0.380348648,0.202500195,0.302564026,0.588208551,0.412398808,0.411761233,0.367029487,0.292514255,0.359491808,0.558662613,0.292754225,0.433745663,0.541119308,0.290424093,0.699264158,0.332601586,0.355182393,0.418732849,0.481827522,0.262437869,0.280384798,0.442828148,0.422769125,0.390521313,0.4554756,0.272555699,0.675849521,0.33582039,0.625041993,0.601464686,0.264430353,0.312804211,0.289322486,0.319619691,0.358382246,0.420567291,0.250096706,0.350127594,0.331891244,0.42042714,0.370987093,0.333995816,0.1707
355,0.445780837,0.360804212,0.552196415,0.677767931,0.271599341,0.419137423,0.290100929,0.565024789,0.262407825,0.675547995,0.397068894,0.508937793,0.515232283,0.689354232,0.276558962,0.245622858,0.422264641,0.367296204,0.220016654,0.288479171,0.69293939,0.503864456,0.767935569,0.333922376,0.284586925,0.470476489,0.454876458,0.534093965,0.727001482,0.615290171,0.363974034,0.262275732,0.42146754,0.640247976,0.840591503,0.859261084,0.442835789,0.458963218,0.416256267,0.524182812,0.42806166,0.598561613,0.357665974,0.721579938,0.380276617,0.202656513,0.302649223,0.58814118,0.412581856,0.411989349,0.36714703,0.292756295,0.359853336,0.558472293,0.293082294,0.433822164,0.541208559,0.2903673,0.699020771,0.332783001,0.355284493,0.418761599,0.481799847,0.262360096,0.280709071,0.442882901,0.422867025,0.390652474,0.455762589,0.272702532,0.676270469,0.336348107,0.625257783,0.601522226,0.264625112,0.312734414,0.289561405,0.319416604,0.358521163,0.420788315,0.250047148,0.350447299,0.332191689,0.420512122,0.371200194,0.334179506,0.17045
356,0.445759194,0.360940413,0.552648723,0.677850603,0.271939103,0.419037369,0.289861012,0.564805695,0.262855546,0.675572783,0.397375772,0.509483167,0.515139782,0.689414819,0.276544148,0.246069553,0.422342659,0.367193837,0.220229912,0.288992533,0.693091477,0.504179706,0.767959868,0.333782739,0.284881394,0.470296898,0.454970728,0.533757268,0.727056103,0.615113403,0.364004593,0.262180264,0.421331732,0.640173504,0.840517326,0.859315805,0.442764266,0.45908794,0.416323394,0.52380374,0.427972781,0.598390818,0.357626479,0.721381588,0.380197412,0.202704656,0.302793795,0.587951464,0.41286904,0.412051715,0.367145011,0.292866449,0.360115383,0.558345372,0.29327593,0.433943577,0.541151626,0.290382422,0.698865256,0.33296518,0.355439606,0.418771887,0.481763566,0.26253976,0.280707361,0.442954574,0.42308877,0.390749785,0.456034526,0.272946954,0.676310929,0.336115587,0.625417889,0.601723206,0.264844288,0.312711133,0.289654212,0.319512255,0.358547315,0.420957102,0.25033309,0.350722963,0.332620996,0.420440115,0.371315089,0.334492477,0.17015
357,0.445831462,0.361029191,0.552762952,0.677812793,0.272387092,0.419689932,0.290117393,0.564645684,0.263093659,0.675576293,0.397342358,0.509151562,0.515404926,0.689763841,0.276780834,0.246084453,0.422723334,0.3677836,0.220949764,0.289282577,0.692972571,0.504378784,0.76800854,0.334152078,0.285181492,0.470035917,0.455098383,0.533851011,0.726966264,0.615088292,0.364185162,0.262387395,0.421518282,0.640012477,0.84048421,0.859241093,0.442900404,0.458947727,0.416384784,0.523587631,0.427725876,0.598390254,0.357180677,0.720875255,0.380124251,0.202957771,0.302964894,0.588005667,0.413012346,0.412146203,0.367093626,0.293042009,0.360073562,0.558428368,0.293207253,0.433855329,0.541157375,0.290323194,0.698836265,0.332917512,0.355351773,0.418788195,0.48174494,0.262821381,0.280506991,0.443187896,0.423159992,0.391003278,0.456315704,0.27296749,0.676612082,0.336367525,0.625557683,0.60200259,0.264900863,0.312964198,0.289628957,0.319637628,0.358664548,0.421217509,0.250249891,0.35070767,0.33257357,0.420608807,0.371570598,0.334661639,0.16975
358,0.44550853,0.361062966,0.552570348,0.677723964,0.272732813,0.420199108,0.290081649,0.56449734,0.263341048,0.675698338,0.397692282,0.509489359,0.515476907,0.690161738,0.277119746,0.246068174,0.42306181,0.368135374,0.221091207,0.289415252,0.693016984,0.504538373,0.768080805,0.334473314,0.285300454,0.469867702,0.45510915,0.533940697,0.726938824,0.615115417,0.364307782,0.262435681,0.421594791,0.639833361,0.840373877,0.859202858,0.443071615,0.458892891,0.416438215,0.523365098,0.427506455,0.598356349,0.35715409,0.72056638,0.380027122,0.202981148,0.302829979,0.587893456,0.412990007,0.412289731,0.367137508,0.293156988,0.360231818,0.558452785,0.293385103,0.433719503,0.541247505,0.290323971,0.69884398,0.332901936,0.355360739,0.418903317,0.481728912,0.26293379,0.280228232,0.443282713,0.42329757,0.391122214,0.456657593,0.273080334,0.67688632,0.336748672,0.625493845,0.602250634,0.265006483,0.313070608,0.289809138,0.319617713,0.358876792,0.421638995,0.25015748,0.350806062,0.332747683,0.420838517,0.371898041,0.334845378,0.16935
359,0.445383725,0.361104179,0.552282734,0.677630854,0.27300012,0.420473444,0.289720202,0.564419877,0.263610918,0.675882457,0.398200535,0.510453998,0.515348274,0.690481324,0.277488938,0.246297931,0.423254663,0.368092609,0.220718802,0.289520438,0.693210242,0.504728192,0.768159723,0.334636755,0.285330815,0.469808893,0.455085265,0.533914543,0.72700359,0.61510419,0.364383422,0.262365509,0.421549315,0.639697235,0.840224362,0.859234565,0.443192456,0.45903863,0.416525073,0.523145765,0.427403021,0.598294727,0.35745478,0.720495417,0.379964244,0.202802811,0.302559348,0.587656665,0.412981218,0.412445191,0.367311064,0.293279514,0.360570678,0.558345867,0.293754143,0.433711649,0.541355214,0.290430997,0.698835316,0.332997807,0.355526896,0.419067891,0.481738487,0.262890722,0.2801515,0.443272417,0.423549206,0.391120821,0.456989575,0.273308414,0.677037939,0.337136916,0.625377639,0.602430937,0.265157546,0.31295816,0.290107844,0.319496187,0.35914778,0.422043409,0.250197712,0.351046506,0.333172053,0.421026139,0.372132742,0.335048685,0.169
360,0.445475368,0.361277035,0.552285098,0.677568874,0.273407885,0.421071051,0.289627651,0.564571804,0.263743076,0.675898026,0.397815603,0.510677569,0.515463437,0.690678352,0.277875638,0.246987946,0.4233913,0.36811962,0.220862279,0.289802863,0.693149748,0.505017735,0.768208753,0.334892395,0.285614044,0.469744405,0.45530867,0.533918154,0.727046866,0.61496054,0.364612781,0.262647242,0.421718313,0.639663628,0.840209258,0.859257443,0.443239193,0.459310438,0.41678093,0.52309237,0.427432849,0.598393682,0.357192358,0.720315651,0.380080194,0.202841715,0.302771953,0.587724398,0.413356762,0.412521138,0.367561484,0.293650007,0.36060863,0.558193914,0.293756335,0.434040606,0.541323547,0.29061983,0.698779441,0.333132594,0.355683942,0.419101092,0.481830473,0.262954662,0.280736804,0.443481825,0.423819984,0.391274695,0.457122257,0.273425339,0.677118666,0.337595194,0.625669804,0.602567745,0.265160618,0.31284232,0.290070609,0.319515821,0.359405933,0.422017159,0.250342198,0.351135786,0.33330496,0.421118628,0.371999746,0.335142607,0.16865
361,0.44532705,0.361529167,0.552443402,0.677504037,0.273714166,0.421682458,0.289392509,0.564487348,0.264041101,0.676058205,0.397838425,0.510980106,0.515515341,0.690775661,0.278095132,0.247114747,0.42342609,0.368214892,0.221026731,0.289802375,0.693408872,0.505259496,0.768373531,0.33508549,0.285719708,0.469725663,0.455600633,0.533930873,0.727103784,0.614836918,0.36453543,0.262715103,0.421887802,0.639648507,0.840240441,0.859382055,0.443361042,0.459546309,0.4169834,0.523057002,0.427453722,0.59839073,0.357089717,0.720219042,0.380031358,0.203136897,0.303034078,0.587950907,0.41373819,0.41266051,0.367578013,0.294004331,0.360913384,0.558143245,0.294073463,0.434245797,0.541492272,0.290818072,0.698940464,0.333336787,0.355573277,0.419252459,0.481974482,0.263005449,0.280744352,0.44369985,0.424165132,0.391416803,0.457377889,0.273522774,0.677298188,0.337832795,0.625764436,0.602625013,0.265347381,0.312936785,0.290199029,0.319436941,0.359470182,0.422011575,0.25046691,0.351192988,0.333392829,0.421296979,0.372163641,0.33530854,0.1685
362,0.445285297,0.361649047,0.552520071,0.677410945,0.273968921,0.422130142,0.289156052,0.564321799,0.264293526,0.676199842,0.398128858,0.511249911,0.515587875,0.690912684,0.278255555,0.247078942,0.423490782,0.368390875,0.22127765,0.289808609,0.693693813,0.505433071,0.768552454,0.335205964,0.285833854,0.46961678,0.455858439,0.533912534,0.727169524,0.614802426,0.364519309,0.262743015,0.422075346,0.639709419,0.840231208,0.859544603,0.443477714,0.459598792,0.416898242,0.522949254,0.427368796,0.598230185,0.357106553,0.72001057,0.379972689,0.203367154,0.303184547,0.588107261,0.413976393,0.412805787,0.367559696,0.29420126,0.361284126,0.55812617,0.294488985,0.434333264,0.541690596,0.290907543,0.699097244,0.333490274,0.355395497,0.419418111,0.48207982,0.263065082,0.28053986,0.443782444,0.424451443,0.391522469,0.457749015,0.273583976,0.677548335,0.33803651,0.62570475,0.602673801,0.265563367,0.313132014,0.29042796,0.319390927,0.359402756,0.422232848,0.250503444,0.351313267,0.333498485,0.421540272,0.372483753,0.335513306,0.16805
363,0.445389027,0.36148627,0.552333024,0.677273953,0.274279739,0.422331454,0.289162667,0.564324191,0.264280549,0.676113971,0.398242486,0.511216537,0.515820439,0.691220861,0.278501999,0.24751721,0.423705892,0.368636196,0.22171684,0.290178761,0.693604328,0.505572744,0.768622703,0.335302091,0.286203046,0.469316313,0.456004288,0.533826348,0.727236488,0.614879951,0.364976945,0.263014911,0.422326584,0.639890709,0.840122414,0.859642755,0.443477238,0.459415798,0.416886719,0.522738835,0.427154085,0.597960829,0.357032027,0.719503588,0.38011598,0.203221243,0.303181165,0.588012697,0.414025707,0.412862734,0.367776928,0.294192809,0.3613985,0.558053886,0.294623219,0.434425115,0.541673084,0.290815446,0.698977225,0.333492962,0.355438282,0.419431965,0.482053935,0.263168364,0.280790847,0.443677548,0.424551561,0.391605839,0.458129266,0.273604879,0.677779441,0.338433747,0.625705205,0.602780268,0.265589531,0.313237102,0.29057463,0.319534173,0.359352677,0.422728223,0.250446972,0.351554915,0.333627142,0.421760816,0.372662101,0.33567473,0.16765
364,0.445539122,0.361534158,0.552256687,0.677105924,0.274577503,0.42253092,0.289440257,0.564139671,0.264720965,0.676142252,0.398453725,0.51110689,0.516059465,0.691625753,0.278632313,0.247877486,0.423821406,0.368884405,0.221763775,0.29030689,0.693632444,0.505803144,0.768780111,0.335545816,0.286309645,0.469252359,0.455944731,0.533701174,0.727345904,0.615005322,0.365054641,0.263154626,0.422455124,0.63990321,0.8400465,0.859649964,0.443485829,0.459450492,0.416931235,0.522683385,0.427149779,0.597912706,0.356932515,0.719248472,0.380066135,0.203183076,0.303247757,0.587987923,0.414007492,0.412869192,0.367928917,0.294223336,0.361597418,0.558207876,0.294720961,0.434433901,0.541696845,0.290800167,0.698929658,0.333642269,0.355641938,0.419381708,0.481867405,0.263200237,0.280884938,0.443828172,0.424707978,0.391682011,0.458429021,0.27386002,0.677917695,0.338513897,0.625836221,0.602772422,0.265697983,0.313229409,0.290788703,0.319499274,0.359502429,0.42304744,0.250573962,0.351767359,0.333672932,0.421838564,0.373033285,0.335800543,0.1674
365,0.445258571,0.361658958,0.552270319,0.677012944,0.274890272,0.422816464,0.289613555,0.56394104,0.265030879,0.676241233,0.398768704,0.510826979,0.516218681,0.691831996,0.278662407,0.247929175,0.423900246,0.369094516,0.221836441,0.290383884,0.693743156,0.506053606,0.768996044,0.335811395,0.286461559,0.469294556,0.455937291,0.533595635,0.727406534,0.615035866,0.365014387,0.263207965,0.422591442,0.639793737,0.83991784,0.859593904,0.443487998,0.459532276,0.416988299,0.52260496,0.427095298,0.597792286,0.356920143,0.719014294,0.379956158,0.203226204,0.30339711,0.588002554,0.414097391,0.412889621,0.368029662,0.294443918,0.361802655,0.558246506,0.294862039,0.434389201,0.541758645,0.290781891,0.698871082,0.333802707,0.355734205,0.419331528,0.481724858,0.263210215,0.281047064,0.44393727,0.424765895,0.391742014,0.458675887,0.274064116,0.678065275,0.338567466,0.62594918,0.602746432,0.265925969,0.313211937,0.290914848,0.319395583,0.359736302,0.423148893,0.250642333,0.351889115,0.333754487,0.421848054,0.373299796,0.335942595,0.16705
366,0.444967493,0.361742642,0.552274669,0.677014265,0.275191571,0.423206912,0.289524922,0.563865377,0.264956751,0.676351959,0.399054827,0.510622848,0.516279594,0.691765959,0.278679638,0.247741778,0.423999129,0.369219443,0.222133577,0.29054985,0.693854783,0.506265033,0.769205524,0.335994361,0.286801356,0.469267215,0.45611655,0.533512059,0.727382547,0.614928332,0.365088139,0.263251662,0.42277166,0.639664979,0.839700866,0.859521394,0.44348216,0.459533575,0.417045132,0.522400682,0.426855943,0.597474763,0.357001844,0.718639859,0.379884928,0.203285644,0.303549947,0.587987537,0.414332919,0.412946934,0.368109254,0.294824759,0.361952833,0.557994636,0.295063949,0.43433314,0.541814968,0.290732616,0.698748989,0.333867856,0.355615531,0.419313024,0.481733044,0.26322164,0.281336437,0.443854899,0.424703155,0.391811223,0.458908009,0.274079519,0.678274192,0.338822137,0.625968665,0.60274295,0.266203787,0.313243633,0.290906321,0.319315454,0.359893953,0.42314872,0.250558502,0.35194584,0.333918802,0.421865319,0.373340967,0.336136505,0.1666
367,0.44492755,0.361859529,0.552051651,0.676910454,0.275266443,0.423641018,0.289591761,0.563902972,0.265283439,0.676481344,0.398809856,0.51191727,0.516334126,0.691872486,0.278932229,0.248024374,0.424090842,0.369136715,0.222119594,0.290641553,0.693899267,0.506431558,0.769297095,0.336072064,0.286924917,0.468951978,0.456305485,0.533301289,0.727397602,0.614857385,0.365210672,0.26335211,0.422722286,0.639706174,0.839505219,0.859520924,0.443542386,0.459570918,0.417143628,0.522211153,0.426707203,0.59736441,0.35692989,0.718293085,0.379742373,0.203335597,0.303435486,0.587856887,0.414448529,0.412969063,0.368158763,0.294942574,0.362122505,0.557740112,0.295266688,0.43433411,0.541781872,0.290846396,0.698698688,0.333882423,0.355620288,0.419288111,0.481755902,0.263141419,0.281190484,0.443941899,0.424924431,0.392045891,0.459163007,0.274228152,0.678447558,0.339249493,0.626026881,0.602587408,0.266234653,0.313261253,0.291029229,0.319188153,0.359719876,0.423453079,0.250715253,0.352157852,0.333993566,0.421951707,0.373584405,0.336416274,0.16615
368,0.444906419,0.361844598,0.55183416,0.676849238,0.275505916,0.424039537,0.289446338,0.563808176,0.26549191,0.676528109,0.398853859,0.512172574,0.516488729,0.692069709,0.279065798,0.248302043,0.42421187,0.369167705,0.222228994,0.290872981,0.693878585,0.506666562,0.769385343,0.336234921,0.286985359,0.468773869,0.456427236,0.533138281,0.727316928,0.614835437,0.365354776,0.263391153,0.422698475,0.639608776,0.839382343,0.859515389,0.443584097,0.459583696,0.417243377,0.522137208,0.426558166,0.597247325,0.356808663,0.717904105,0.379660485,0.203352133,0.303319725,0.587676787,0.414471818,0.412965281,0.368195892,0.295056678,0.362270983,0.557620958,0.2953464,0.43423513,0.541736647,0.29095642,0.698529994,0.333898551,0.355598037,0.419314769,0.481722075,0.263115038,0.281153822,0.444023,0.425144182,0.392100198,0.459424318,0.274357131,0.678603989,0.339567484,0.626152218,0.602547811,0.266411334,0.313263164,0.291166127,0.319142426,0.35961192,0.423759575,0.250763738,0.352338287,0.3341171,0.421920133,0.373787292,0.336469861,0.16585
369,0.444766909,0.361719162,0.551728962,0.676801146,0.275875055,0.424374301,0.289133489,0.563602617,0.265577343,0.676538366,0.399340028,0.511362306,0.516692887,0.692315215,0.279117347,0.248450982,0.42435618,0.369374868,0.222509911,0.291211211,0.693873898,0.506968732,0.769508738,0.336491271,0.28708889,0.468761444,0.456463173,0.533057027,0.727201846,0.614834166,0.365463525,0.26343557,0.422798535,0.639379992,0.83931382,0.859487298,0.443625138,0.459600093,0.417216222,0.522093144,0.426375346,0.597086515,0.356678944,0.717474468,0.379640913,0.203376876,0.303315931,0.587525476,0.414486882,0.412968354,0.368229159,0.295220185,0.362399604,0.557627778,0.295356355,0.43407834,0.541702822,0.290977474,0.698303787,0.333944576,0.355552135,0.419403071,0.481590098,0.263182901,0.281316029,0.444064723,0.425246151,0.392006132,0.459697357,0.274447882,0.678778581,0.339690408,0.626312728,0.602649443,0.266663258,0.313262234,0.2912978,0.31916877,0.35973581,0.423986422,0.250642168,0.352434423,0.334305038,0.421826201,0.373887349,0.336404361,0.1656
370,0.444510769,0.361678513,0.551753357,0.676565764,0.275927694,0.424653434,0.289090581,0.563565102,0.266005336,0.676706756,0.399842621,0.51180863,0.516733873,0.692588171,0.279502243,0.248635973,0.424475762,0.369595257,0.222665348,0.291385218,0.694060973,0.507226892,0.76964335,0.336676239,0.287326888,0.468575277,0.456444414,0.532967294,0.72731342,0.614777614,0.365437821,0.263744573,0.422999367,0.639325933,0.839207825,0.859470337,0.443786062,0.459738857,0.417168175,0.521792665,0.426166316,0.597001956,0.356530367,0.717073399,0.37956389,0.203525885,0.303421313,0.587512466,0.414656742,0.413039706,0.36825702,0.295302625,0.362546621,0.557603079,0.295528878,0.434106003,0.541656438,0.290875761,0.698337219,0.33403063,0.355631448,0.41951949,0.481336408,0.26329566,0.281355502,0.444158501,0.425242435,0.392160625,0.460009218,0.274600629,0.679030024,0.339689553,0.626405618,0.602695095,0.266460123,0.313289327,0.29149288,0.319126791,0.360077221,0.424237401,0.250540754,0.352504267,0.334460259,0.421968101,0.373971939,0.336758536,0.16515
371,0.444267146,0.361775505,0.55172175,0.676436137,0.276194779,0.425089728,0.288979557,0.563556504,0.266321643,0.676845609,0.399895199,0.512258602,0.516792745,0.69273405,0.279629699,0.248964504,0.424584507,0.369600218,0.222736401,0.291505819,0.694201024,0.507433631,0.76975476,0.336965503,0.287500582,0.468467231,0.456572332,0.532930405,0.727312856,0.614716443,0.365482615,0.263884384,0.423073113,0.63929476,0.839198088,0.859476447,0.443881351,0.459841639,0.41718921,0.521563085,0.426096191,0.596873689,0.356538593,0.716763037,0.379458789,0.203591929,0.303458565,0.587475836,0.41470151,0.413214052,0.368402095,0.295504794,0.362734724,0.557561029,0.295849428,0.434165204,0.54169201,0.291021099,0.698267185,0.334124376,0.355644718,0.419654743,0.481288634,0.263322683,0.281360203,0.444172361,0.425328421,0.392258346,0.460211646,0.274723873,0.679281802,0.340246832,0.626592563,0.602761103,0.266650871,0.313284599,0.291519839,0.318943169,0.360200213,0.424446575,0.250613709,0.352630217,0.334615458,0.422182586,0.374123549,0.336864894,0.1648
372,0.44438428,0.361925998,0.551619172,0.676403848,0.276597279,0.425587383,0.288779781,0.563469718,0.266461991,0.676911782,0.399665329,0.512527458,0.516889794,0.692841227,0.279607203,0.249182681,0.424709586,0.369611859,0.222794319,0.291635037,0.694261919,0.507638868,0.769860763,0.337164711,0.287643091,0.468418411,0.456745919,0.532914224,0.727284328,0.614665124,0.365567619,0.263837005,0.423088761,0.639309804,0.839217491,0.859516296,0.443932711,0.459855771,0.417337342,0.521400204,0.426051861,0.596803867,0.356588494,0.716568946,0.379350434,0.203567259,0.30343691,0.587424639,0.414718992,0.413342638,0.368524484,0.295715083,0.362954071,0.557536638,0.296092617,0.434219982,0.541801003,0.291213808,0.698202304,0.33417966,0.355591943,0.419713281,0.481369144,0.263354277,0.281364591,0.444176587,0.42547586,0.392283057,0.460357918,0.274828745,0.679516873,0.340882332,0.626811066,0.602855666,0.266950923,0.313306707,0.291537552,0.318759061,0.360144,0.424693683,0.250776276,0.352812825,0.334777357,0.422359879,0.37435727,0.336816628,0.1644
373,0.44447536,0.36200379,0.551515541,0.676369324,0.276866807,0.425964481,0.288573372,0.563240755,0.266513256,0.676927807,0.399560814,0.512730094,0.516986277,0.693069045,0.279733101,0.249025351,0.424882568,0.369937081,0.222921543,0.291812926,0.694296692,0.507890806,0.769993242,0.337060368,0.287826335,0.468336449,0.456787257,0.532863778,0.727419092,0.614626928,0.365589015,0.263756826,0.42320078,0.639410011,0.839150273,0.859594625,0.444024411,0.459801008,0.417448528,0.521198483,0.425860346,0.596925919,0.356482703,0.716488815,0.379264535,0.203514115,0.303440474,0.587425349,0.414893692,0.413259533,0.368437701,0.29576005,0.36316977,0.557574436,0.29603735,0.434268771,0.54193125,0.291118356,0.698357544,0.334163003,0.355550919,0.419620967,0.48137235,0.263519165,0.281388531,0.444292937,0.425586786,0.392313789,0.460565555,0.274963306,0.679745068,0.340860709,0.62692914,0.602966794,0.266801405,0.313422809,0.291783103,0.318767528,0.360137861,0.425071595,0.250858606,0.353008638,0.33494091,0.422421652,0.374635941,0.336937718,0.16395
374,0.444044444,0.36206673,0.551605618,0.676402251,0.27697629,0.426302277,0.288412285,0.563131641,0.266656969,0.677023766,0.399609858,0.512896583,0.517004668,0.693372952,0.279745614,0.2492716,0.425133821,0.370122808,0.223101069,0.291943891,0.694427688,0.507997027,0.770114203,0.337310087,0.287724787,0.468309941,0.45686472,0.532811518,0.727535728,0.614602136,0.365570367,0.263887961,0.423267444,0.639347429,0.839097917,0.859694801,0.444107434,0.459950038,0.41750548,0.520996101,0.425755588,0.596983239,0.356301223,0.71651673,0.379193784,0.203408302,0.303545235,0.58749882,0.414957215,0.413234643,0.368391175,0.295929097,0.363266467,0.557696148,0.29622639,0.434301479,0.542031942,0.291129117,0.698414206,0.334156144,0.355625286,0.419696597,0.48139726,0.263526111,0.281379932,0.444432877,0.425734354,0.392405004,0.460810227,0.275181099,0.680011015,0.341184844,0.626941549,0.603066702,0.26679128,0.313417215,0.291914058,0.318856438,0.360342592,0.425353702,0.250895392,0.353108469,0.335054655,0.422468196,0.374783906,0.337122634,0.16335
