wvl,k,n
0.205,7.013111847087105e-08,1.4397554976056328
0.215,2.1719589630205066e-08,1.424803963767454
0.225,1.3618583420305508e-08,1.4130727236652387
0.23500000000000001,1.2755109401216663e-08,1.40357377804673
0.24500000000000002,1.1939359781548616e-08,1.3957162041388091
0.255,1.0688667803309014e-08,1.3890911514267115
0.265,9.472416052428045e-09,1.3834083581907601
0.275,8.318119728962352e-09,1.3784933758077975
0.28500000000000003,7.459227176373641e-09,1.3741903720177453
0.29500000000000004,6.458942876238555e-09,1.3703885353374488
0.30500000000000005,5.861229532242979e-09,1.3670189409821552
0.31500000000000006,5.365777389071609e-09,1.3639946889536083
0.32500000000000007,5.130249255388343e-09,1.361259186491509
0.3350000000000001,4.9285020490136085e-09,1.3587509572341263
0.3450000000000001,4.702979551658496e-09,1.3565084248077974
0.3550000000000001,4.462675183233699e-09,1.354456916121102
0.3650000000000001,4.259017729853234e-09,1.352572264912533
0.3750000000000001,4.07763380929558e-09,1.3508354875005135
0.3850000000000001,3.880605321222359e-09,1.3492297234462027
0.39500000000000013,3.7159990518019456e-09,1.3477375021663907
0.40500000000000014,3.530324820326094e-09,1.3463489961950301
0.41500000000000015,3.384989474575269e-09,1.3450512464383824
0.42500000000000016,3.209435227686185e-09,1.3438378042771508
0.43500000000000016,3.0571575975135243e-09,1.342697466548485
0.4450000000000002,2.9109871788664085e-09,1.341626021971366
0.4550000000000002,2.8261409969236473e-09,1.3406127510138923
0.4650000000000002,2.7944229879947333e-09,1.339656390444621
0.4750000000000002,2.74957266303499e-09,1.3387508505373449
0.4850000000000002,2.7621884544650675e-09,1.3378904728715737
0.4950000000000002,2.827563880586126e-09,1.3370731835025005
0.5050000000000002,3.1360893925811464e-09,1.3362935213307856
0.5150000000000002,3.498791527599823e-09,1.3355507037172472
0.5250000000000002,3.691178833318358e-09,1.3348396653784196
0.5350000000000003,3.9523809431139475e-09,1.3341600199761412
0.5450000000000003,4.332624875873138e-09,1.333506319938382
0.5550000000000003,4.721483620307415e-09,1.332879153420608
0.5650000000000003,5.1821476578717845e-09,1.3322772175098991
0.5750000000000003,5.85658929235324e-09,1.331696258986802
0.5850000000000003,7.312527838574798e-09,1.331136541362044
0.5950000000000003,9.605125065422222e-09,1.3305974337861899
0.6050000000000003,1.3261777761065729e-08,1.3300765354285315
0.6150000000000003,1.5316120345490996e-08,1.3295717194790833
0.6250000000000003,1.6740841615720018e-08,1.329080344468178
0.6350000000000003,1.7535138721330454e-08,1.32860647456096
0.6450000000000004,1.8067972156066136e-08,1.3281524179392186
0.6550000000000004,1.9918559276360768e-08,1.3277207710910746
0.6650000000000004,2.2305955077974932e-08,1.3273090011748265
0.6750000000000004,2.3906831932622238e-08,1.3269179098251913
0.6850000000000004,2.6575944984704972e-08,1.3265419097103237
0.6950000000000004,3.1664968e-08,1.3262576988246226
0.7050000000000004,4.0978193e-08,1.3261193628052599
0.7150000000000004,5.7742e-08,1.3260527402312843
0.7250000000000004,8.803936250867486e-08,1.325985020268139
0.7350000000000004,1.4528632e-07,1.3259162336470136
0.7450000000000004,1.6763806e-07,1.3258463143738317
0.7550000000000004,1.7136335e-07,1.3257752336487716
0.7650000000000005,1.73226e-07,1.3257030871853952
0.7750000000000005,1.6950071e-07,1.32562972417962
0.7850000000000005,1.6018748e-07,1.3255551516498316
0.7950000000000005,1.4714897e-07,1.3254793992284963
0.8050000000000005,1.3969839e-07,1.3254024731648808
0.8150000000000005,1.4342368e-07,1.3253243355749726
0.8250000000000005,1.7136335e-07,1.325244913974398
0.8350000000000005,2.4586916e-07,1.3251643394881714
0.8450000000000005,2.7380884e-07,1.3250825758244953
0.8550000000000005,2.9243529e-07,1.3249995477866061
0.8650000000000005,3.1664968e-07,1.324915210356301
0.8750000000000006,3.4831464e-07,1.3248295965451835
0.8850000000000006,3.9115548e-07,1.3247427411203814
0.8950000000000006,4.3585896e-07,1.324654543913494
0.9050000000000006,4.831810026789133e-07,1.3245650159214692
0.9150000000000006,5.5879354e-07,1.324474146747615
0.9250000000000006,7.416692556450083e-07,1.3243817735451018
0.9350000000000006,1.106584695431897e-06,1.3242881254864738
0.9450000000000006,1.703208741935496e-06,1.3241930258064516
0.9550000000000006,2.8571548888990177e-06,1.3240968922656962
0.9650000000000006,3.60220457752922e-06,1.324000373021703
0.9750000000000006,3.7718564e-06,1.323902268737737
0.9850000000000007,3.6952392815586867e-06,1.3238027664742356
0.9950000000000007,3.418043197107824e-06,1.3237015479932936
1.0050000000000008,3.051640041067754e-06,1.3235987367556468
1.0150000000000008,2.6275739317907417e-06,1.3234942680080484
1.0250000000000008,2.201615340473834e-06,1.3233881815399802
1.0350000000000008,1.8169192661180973e-06,1.3232804481122942
1.0450000000000008,1.5174526218423447e-06,1.3231710718898384
1.0550000000000008,1.3062141604846214e-06,1.3230600220876048
1.0650000000000008,1.214379902742223e-06,1.3229472583180988
1.0750000000000008,1.2069941e-06,1.322832993626571
1.0850000000000009,1.3160260241197247e-06,1.322717003080986
1.0950000000000009,1.510284562110729e-06,1.3225993410034602
1.1050000000000009,1.794881550764026e-06,1.3224800441426146
1.1150000000000009,2.0880252e-06,1.3223589996661103
1.1250000000000009,2.514902237786906e-06,1.3222356718032786
1.135000000000001,3.907064632367197e-06,1.3221100183574879
1.145000000000001,7.1651095944621735e-06,1.321983634177215
1.155000000000001,1.0142786429237973e-05,1.3218580612752722
1.165000000000001,1.1087996559633044e-05,1.321730950764526
1.175000000000001,1.1524186e-05,1.32160135432006
1.185000000000001,1.1806030985967517e-05,1.3214694168389955
1.195000000000001,1.2158953899782142e-05,1.3213356507625273
1.205000000000001,1.2202188e-05,1.3211999093504638
1.215000000000001,1.1986122e-05,1.3210618957865168
1.225000000000001,1.1722008316516914e-05,1.3209215436765722
1.235000000000001,1.1485134590754578e-05,1.3207788864038068
1.245000000000001,1.1260064029451114e-05,1.3206338472556893
1.255000000000001,1.0987744e-05,1.3204861924242424
1.265000000000001,1.0890202985093978e-05,1.3203359803629293
1.275000000000001,1.1160357850031933e-05,1.3201828577536694
1.285000000000001,1.1867551006281483e-05,1.320027114258794
1.295000000000001,1.2859719612244933e-05,1.3198685085343227
1.305000000000001,1.4593436422655397e-05,1.3197067038976857
1.315000000000001,1.7273278549490198e-05,1.3195419330533893
1.325000000000001,2.1027705033077584e-05,1.3193741477259302
1.335000000000001,2.5903157087842015e-05,1.3192033694589878
1.345000000000001,3.1457992245413174e-05,1.3190295681192659
1.355000000000001,3.658098514576298e-05,1.3188519431638417
1.365000000000001,4.213984514476679e-05,1.3186660632516702
1.375000000000001,5.273486192868946e-05,1.3184686408667032
1.3850000000000011,7.936033861330798e-05,1.3182574518658734
1.3950000000000011,0.00014011553705757366,1.318044937206823
1.4050000000000011,0.0002236967880977449,1.3178758879138204
1.4150000000000011,0.0002906558148601064,1.3177386764766839
1.4250000000000012,0.00033195672493108934,1.3176055058192955
1.4350000000000012,0.00036062588683786676,1.3174749430010069
1.4450000000000012,0.00037386211884749205,1.317344716542474
1.4550000000000012,0.0003792250349044586,1.3172095324840765
1.4650000000000012,0.000371482247999032,1.3170760802803285
1.4750000000000012,0.0003478257301620579,1.3169281261201142
1.4850000000000012,0.0003140931645133964,1.316764958674189
1.4950000000000012,0.0002780351088120628,1.316587327238979
1.5050000000000012,0.00024767845978021784,1.316397040934066
1.5150000000000012,0.00021837736510167018,1.316197755083597
1.5250000000000012,0.00019372078210526194,1.3159882416592328
1.5350000000000013,0.00017559216011443573,1.3157765830985915
1.5450000000000013,0.0001537805099826227,1.315558669026933
1.5550000000000013,0.00014060524428387516,1.3153354384219553
1.5650000000000013,0.00012694963396274266,1.315107413971211
1.5750000000000013,0.00011672541836120338,1.3148753337792642
1.5850000000000013,0.00010880188358381422,1.3146413049132948
1.5950000000000013,0.00010133313271096583,1.3144031043620057
1.6050000000000013,9.571561111437739e-05,1.3141614493757552
1.6150000000000013,9.139762160834953e-05,1.313916414751491
1.6250000000000013,8.734547178790224e-05,1.3136677264728986
1.6350000000000013,8.407413649825352e-05,1.313415322467986
1.6450000000000014,8.195562703564563e-05,1.313158582253737
1.6550000000000014,7.984134760068117e-05,1.3128982806964422
1.6650000000000014,7.868372901907957e-05,1.3126331861952862
1.6750000000000014,7.804970765286503e-05,1.3123637618853974
1.6850000000000014,7.826036254127104e-05,1.3120896174579983
1.6950000000000014,7.891163832599284e-05,1.3118107548014442
1.7050000000000014,8.022689784694984e-05,1.311526943168034
1.7150000000000014,8.274042188359811e-05,1.311237276366843
1.7250000000000014,8.646628588393216e-05,1.310942858417567
1.7350000000000014,9.128105131185426e-05,1.310642660509993
1.7450000000000014,9.814066028746687e-05,1.3103368859332425
1.7550000000000014,0.00010648796617171789,1.3100273912121212
1.7650000000000015,0.0001157445552430109,1.3097119963049266
1.7750000000000015,0.0001243423366074371,1.309394645870352
1.7850000000000015,0.00012974043589710244,1.3090698754151742
1.7950000000000015,0.00013112150565497264,1.3087357054071451
1.8050000000000015,0.00013297706789942734,1.308387673010821
1.8150000000000015,0.00013226774817380363,1.30802686209068
1.8250000000000015,0.0001340537044333751,1.3076485029265255
1.8350000000000015,0.00013932598709578148,1.307249359131506
1.8450000000000015,0.00014796989122486392,1.306823913893967
1.8550000000000015,0.00017418670271549514,1.3063603926160339
1.8650000000000015,0.000228897554803227,1.3058477114490161
1.8750000000000016,0.0003648594462743526,1.3052723593805309
1.8850000000000016,0.0006566868015470295,1.3046807394045534
1.8950000000000016,0.0011571079547921883,1.304227810825635
1.9050000000000016,0.001658066694369878,1.3040841605887397
1.9150000000000016,0.0019470457883484374,1.3040915471719456
1.9250000000000016,0.0020762349493702844,1.3040931497061292
1.9350000000000016,0.0020952616907227873,1.3040678818886735
1.9450000000000016,0.002025177634000532,1.3039850014258294
1.9550000000000016,0.0018922419356483876,1.3038343672273467
1.9650000000000016,0.0017343776842642159,1.303600614554243
1.9750000000000016,0.0015797070787822258,1.3033078581228397
1.9850000000000017,0.0014268778210526174,1.302966702105263
1.9950000000000017,0.0012916078835591286,1.3025823214434602
2.0050000000000017,0.0011681413935758379,1.3021728820433436
2.0150000000000015,0.0010596557153217507,1.3017302583248211
2.0250000000000017,0.0009626303987101561,1.3012777638846738
2.0350000000000015,0.0008754497140280471,1.3008009583416833
2.0450000000000017,0.0008023158454662625,1.3003071782738094
2.0550000000000015,0.0007378343751387116,1.2998086907439235
2.0650000000000017,0.000671998737574792,1.2992912644612016
2.0750000000000015,0.0006184443875228862,1.2987549188674699
2.0850000000000017,0.0005725194919708829,1.2982088009782868
2.0950000000000015,0.0005310898293594844,1.2976503890333253
2.1050000000000018,0.0004948238309688711,1.2970778988532645
2.1150000000000015,0.0004643251492070441,1.2964927549965222
2.1250000000000018,0.0004381254838599286,1.2958941269115958
2.1350000000000016,0.00041646637566878703,1.2952831507961782
2.145000000000002,0.00039755641689654986,1.2946585760649085
2.1550000000000016,0.0003832184505091546,1.2940190306386778
2.165000000000002,0.0003725487502234997,1.2933663649258684
