,230721_S2_SCRAPED_HCRF,230721_S3_SCRAPED_HCRF,260721_S7_HCRF,290721_S10_HCRF
350,0.2021837566524443,0.23275540617217988,0.46282570394012346,0.154017197992141
351,0.20238728158789007,0.23285491830984,0.4631009920130046,0.1541564521173971
352,0.20263094776256038,0.2329701510923022,0.46336291954208414,0.1542842974958375
353,0.20291412800959957,0.2331383020346319,0.46360216208272476,0.1544822932212495
354,0.20314976894751968,0.23331583724914343,0.4637793460276905,0.1546175763744132
355,0.20341699897928128,0.23349956147990653,0.46400249574298397,0.1548189479984825
356,0.20369583682668752,0.23365951046395633,0.4643005932613882,0.1550716596890381
357,0.20383568020971618,0.2337368403436247,0.46458638550173054,0.1551666631237807
358,0.2040564025972508,0.2339081451959521,0.46472150489297165,0.15530669860965932
359,0.20436118637781941,0.23409673868894137,0.46482604388155613,0.1554718357875759
360,0.20466421161770781,0.234205219420057,0.4650136220131425,0.15562872209506678
361,0.204789466955385,0.2341873372208927,0.4652878212005799,0.15580925729436218
362,0.20498062139845147,0.2342437551445992,0.4654750029531699,0.1559628523859604
363,0.20519370535621842,0.2342960193799982,0.4655821808346542,0.1560761574947443
364,0.2053342106602618,0.2342531711996068,0.46567829859687826,0.1561685891549818
365,0.20543070183183781,0.2342492270976122,0.46582639331053405,0.1563196612896942
366,0.205518469394389,0.23441421416454097,0.46596375573103516,0.1564609350804084
367,0.20564381088746359,0.23461767980149179,0.46612982960810817,0.1565823493975247
368,0.2058389101349099,0.2346516598737011,0.4663835743439468,0.1566920948839255
369,0.20603452531621258,0.23468166206257307,0.46657555295001024,0.1566931882634158
370,0.2062474760823835,0.2348602394834674,0.4667554038018108,0.1567818091527209
371,0.2064881101156756,0.2351428633507849,0.4669483349721711,0.1569610349212616
372,0.2067585882378773,0.23532354880505468,0.4671417797757977,0.15705163983498951
373,0.2071366906624185,0.2355112091142626,0.4673254176736232,0.1571568052051938
374,0.2075067159735629,0.23568072285584712,0.4675370245581395,0.1572674996542543
375,0.2078007983804183,0.23582299706877002,0.4677659303721554,0.1573841976191381
376,0.20808067763570692,0.23598754191031207,0.467907229979953,0.1575536400578361
377,0.20835417699999642,0.23613044853361811,0.46808637319847524,0.15767533452760069
378,0.2086341581773199,0.2362828421992854,0.46832919386809035,0.1577814065447003
379,0.2089210247772332,0.2364677805451354,0.4686024126918927,0.1579197907000876
380,0.20916833151016231,0.23660532764594483,0.46877409215176247,0.158054215946733
381,0.2095038489461652,0.23683049200642498,0.469027859324102,0.15824515164739542
382,0.20985469732382497,0.23710768331196208,0.4693376328438437,0.158444158286226
383,0.2100865324231445,0.23733177120469828,0.46958544340860797,0.1585668891000552
384,0.2103817861145687,0.23758530116671758,0.4698380543745132,0.15868123656847571
385,0.2107359424871699,0.237813587399429,0.4700681129179679,0.15883229804626858
386,0.2110906974463132,0.2379692906586174,0.4702497314340685,0.1589956828773752
387,0.2113570947427843,0.2380279710544729,0.47037082116272144,0.159094530923755
388,0.21161125565881508,0.23807416922289648,0.4705270421226614,0.1592666095133028
389,0.21179302635570513,0.23805649123954628,0.47072615864617273,0.1594245928214524
390,0.21187314311144298,0.23797501680177482,0.47094955643202024,0.1595205781153812
391,0.2118987020017201,0.23795104614535778,0.4711589598246646,0.1596341035372824
392,0.2120683252280246,0.2379989237721929,0.4714247514059838,0.1597397138238902
393,0.2122651309496267,0.2380798588519287,0.4716456467659647,0.1597919514296285
394,0.21236745673517138,0.23813646983368839,0.4717513740246148,0.1597871363253205
395,0.2125472848748287,0.23811751821016308,0.4719017545604719,0.15985725048654692
396,0.2126743769375327,0.2381076320994112,0.4720379153729028,0.15994298650411182
397,0.21271060229949193,0.23802416486759942,0.4721422227764365,0.15997592705060132
398,0.2126904522667649,0.2377691568962435,0.4722172924473106,0.1599236251757761
399,0.21276597438281702,0.23758387707644962,0.472258673783998,0.1599343523504409
400,0.2127676448349753,0.2374025079279908,0.4722935845877661,0.160034588114136
401,0.2126694583522534,0.23718950607885278,0.4723285092299868,0.1601336262017758
402,0.2125887305542035,0.23696950290355662,0.47235211880619354,0.1600756058293036
403,0.2126169461019253,0.2369927514324302,0.4723724634827362,0.1600848413687167
404,0.2127112236460181,0.2370830050164971,0.4724864751176205,0.16008839632265298
405,0.2128477294296715,0.23713795597851747,0.4726837288408966,0.1600538050711841
406,0.2130766107770261,0.237302367222774,0.4727451968571124,0.1600992928933127
407,0.21339249094040208,0.23748022211175762,0.47283902019328183,0.160156379014389
408,0.2136762769073044,0.2376222391153262,0.4729760262638911,0.1602185926161034
409,0.21383556019065222,0.23769741172229303,0.4731182534795885,0.1602914361389929
410,0.21399492324453329,0.23768620807146731,0.47322201152044985,0.16036005765212452
411,0.2141410646773624,0.2376468729618686,0.47333944604485667,0.1604400042303053
412,0.2142541576451432,0.2376167635115478,0.4734659716949826,0.160512763143965
413,0.2143255944850893,0.23761457579200332,0.47357226785384243,0.1605467144574162
414,0.21444880677814887,0.2376363026623467,0.4737188588154856,0.1605642306728171
415,0.2145897825722313,0.2376884744018149,0.47386319945830235,0.1605993228088067
416,0.21473840385340442,0.23778435583376561,0.4739747056627389,0.16066722499485628
417,0.2149256334771299,0.2379415930270033,0.4740519726993022,0.160758707977436
418,0.21507259889111122,0.2380801353418535,0.4741955251146021,0.1608094159816753
419,0.2152200348546555,0.2382171092232735,0.474325078274861,0.1608457874792679
420,0.2153928728840393,0.23837080157498577,0.47438869865193495,0.1608941429115187
421,0.2155161633550918,0.23850746399062342,0.47449169685407977,0.1609305579974109
422,0.21562467291616844,0.23865927709040888,0.47461763910914634,0.1609616782971896
423,0.2157471804084385,0.2388368028102484,0.4747381813919268,0.1610118043897051
424,0.21589585011421192,0.2390311080417157,0.47483003843127997,0.1610900191834217
425,0.21599975483654132,0.23917612160705648,0.47492724504148587,0.1610958249157364
426,0.21615149553354632,0.23935546393013357,0.4750349728577213,0.161106218758617
427,0.2163562359521976,0.2396034306173067,0.47516437087047947,0.16115536285552728
428,0.2165424033683609,0.23989629845974353,0.47532601420591386,0.1612278495040001
429,0.21671343170315377,0.2401190980039472,0.4754533571114351,0.1612631279879791
430,0.2168363803592587,0.2402597902458219,0.4755451093208139,0.161279710887676
431,0.2169066252407219,0.24035688943628028,0.47561464967747363,0.16129611791997328
432,0.21697266635457263,0.24050281807587912,0.47568231881349465,0.1613096166656428
433,0.21700231626675381,0.2405375200516982,0.47570902682370697,0.1613047603289787
434,0.21699152493765742,0.2404895997491574,0.47572961365396865,0.1612684206950874
435,0.21695413441515599,0.2404408211340749,0.4757727538520693,0.1612061633994811
436,0.21692609859959022,0.2404620215158002,0.47578419210628964,0.1611762899087345
437,0.21695192452949658,0.2404985793334012,0.4757945937787726,0.1611338992082933
438,0.2170217366514112,0.24055623707073792,0.4758002664063521,0.1610807587131678
439,0.21709562080289452,0.24066227595560222,0.4757883075119037,0.1610412380185169
440,0.21715857235914982,0.24075653054460608,0.4758265985809528,0.1610075351133029
441,0.21720991698841,0.24080139364439268,0.4758447810341642,0.1609569255330716
442,0.217251367039807,0.24080801896261012,0.47582210771197675,0.1608942813073027
443,0.2172846458910525,0.24083743790971673,0.47580938050744,0.16085602355684941
444,0.2172763087222897,0.2408296259105251,0.4758080398377379,0.1607996992682594
445,0.2172560222166108,0.24080523833705758,0.47579519472345416,0.1607565392867944
446,0.2172570580147292,0.2408044502020462,0.4757490124964433,0.1607418326103416
447,0.21729090710655452,0.24088084767566098,0.4756593244185468,0.1606927390048448
448,0.2172998253280977,0.24092548719452692,0.47559273030346494,0.1606179208912145
449,0.2172731941894633,0.24091877095845762,0.4755414735342044,0.1605215606060524
450,0.2172234816708715,0.24088327291274578,0.4754731181860502,0.1604106291671636
451,0.217152752961578,0.2408300547650503,0.4754175986686889,0.1603047261424054
452,0.2171095739010181,0.24076981859724808,0.47537475152086184,0.16020904110555517
453,0.2171066304758651,0.2407246927242596,0.4753339822180048,0.16012394537583502
454,0.21711625023699882,0.240724752625334,0.4752780179357523,0.16004580785273262
455,0.2171019062641316,0.2407255509981539,0.4752288651399376,0.1599650296512455
456,0.21708138193299858,0.24072768844751077,0.47519321936490166,0.15990148640698829
457,0.21705693256341121,0.24072066636161077,0.47516286156865367,0.1598499816629542
458,0.21696406221918202,0.2406457099213038,0.4751030273219593,0.1597317911218953
459,0.21687824885680201,0.2405557131038992,0.47503286660009403,0.159629921406115
460,0.21680492730258943,0.24047567685493831,0.47496855240063074,0.1595360611356848
461,0.2167270307277756,0.24041336138266942,0.4749151731597059,0.1594173364848871
462,0.21665970611893498,0.2403458929308185,0.47482627625096085,0.15930149640089802
463,0.2165843972560264,0.240275500693945,0.4747353771702363,0.1591801293868673
464,0.2164868086944678,0.2402015061180903,0.4746523728421515,0.1590468338126731
465,0.2163624836432875,0.24012187255208678,0.4745631374393273,0.1589003724892599
466,0.2162703866373669,0.2400724880037927,0.47447698164285396,0.1587666726641175
467,0.21616019189259533,0.2399962753529826,0.4743740506613852,0.1586176749532683
468,0.2160013366852211,0.23986538599908763,0.47424396288258797,0.1584411980944312
469,0.2158421147125126,0.23974439600000652,0.4741045426372982,0.158276254699414
470,0.2156587225826644,0.2395779599090179,0.4739471773591391,0.15809331324503478
471,0.2154662994962055,0.23939370152628042,0.4737663221896241,0.1579025413124862
472,0.2152850878983482,0.23923411403677028,0.4735636517182204,0.1577211381294393
473,0.21510002633867029,0.2390721824070702,0.4733624944107152,0.1575370697526384
474,0.2149048243711258,0.23891717598676107,0.47318287203706627,0.1573411646173439
475,0.2147017040494445,0.23876456327275747,0.4730254715034774,0.1571237963392062
476,0.2144987510638532,0.23860020576009527,0.47287319600058797,0.1568808535932858
477,0.2142917489221024,0.23844245536575343,0.47269664226142627,0.1566709144248967
478,0.21406078222587782,0.2382601185530946,0.47250437245750715,0.15645506019547822
479,0.213810101150457,0.2380501181062153,0.4723058114525607,0.1562187953259723
480,0.2135917506247161,0.23787341055407749,0.4720993553762186,0.1560207435722043
481,0.21335958647539668,0.23766319755854068,0.47189553629470626,0.1557919227491868
482,0.21311869322173868,0.23746638438180206,0.4717142758886591,0.15555112500825202
483,0.21288803075491042,0.237341651235952,0.47156071427288826,0.1553257893981999
484,0.2126730112961913,0.23723950622573947,0.4713740972247481,0.1550515671098408
485,0.2124719329357331,0.2371364526922397,0.4711539327154968,0.1547954383344669
486,0.2122606190529023,0.2369983835571896,0.4709154507822556,0.1545511760331395
487,0.21200055659736142,0.23678846317419291,0.4706806407917126,0.15425866372132552
488,0.2116979567104078,0.23652006225550332,0.4703845911513375,0.1539715017927725
489,0.2113366784069492,0.2361865412117144,0.47008872402217694,0.1536768387664319
490,0.21092757118192357,0.2358142598823835,0.4698163804637511,0.1533621539793708
491,0.2105261081106879,0.23548273826715138,0.46949632543141007,0.153031440780587
492,0.21013995676759598,0.23519768513921152,0.4691610978068713,0.1526952866038691
493,0.209784231148583,0.23495047938298752,0.4687962323334081,0.15235790334514349
494,0.20945878249427058,0.23471758399721349,0.4683921183518865,0.1520189259473741
495,0.20911475516874098,0.23445920632878078,0.46799873938762004,0.1516726606766077
496,0.2087431778812588,0.2341505354732547,0.46766014248111676,0.151310983247049
497,0.2083647367510431,0.2338329590053485,0.4673640301483937,0.1509441726057152
498,0.20801422203190797,0.2335842082386777,0.4670565037030424,0.150590829563749
499,0.20764356019569732,0.2333415160034613,0.46672419210556715,0.15021802327452322
500,0.20725181140139332,0.23307647317624908,0.46635710492604127,0.1498234687308016
501,0.2068563566623105,0.2327754976223953,0.4659516029970249,0.1494197456765876
502,0.20649914663078542,0.2324445866711279,0.46551246739059876,0.1490390225004809
503,0.20604982624155901,0.2320659864687243,0.46504785882359423,0.1486239422830661
504,0.2055325732944965,0.23166104462021261,0.4645581661819252,0.1481792253362362
505,0.2050143853342922,0.23126101687604242,0.4640420544700432,0.14772688014779461
506,0.20451801318441828,0.23088457896986161,0.4635111057402758,0.1472786565789195
507,0.2040349402721719,0.23053158054006612,0.46293470762517097,0.1468054941934891
508,0.2035232567221617,0.2301673971487172,0.46231946316049244,0.1463019301253071
509,0.2029346951934024,0.22974339422995632,0.46169693262105316,0.14578230095430061
510,0.2023830064383568,0.229315142128727,0.461042582497163,0.1452547550258359
511,0.20183774779935257,0.2288739207839475,0.4603711553743318,0.1447235799895308
512,0.2012772820665661,0.22842576044411822,0.45971524059638236,0.1441942081658775
513,0.20072861386493052,0.22801698891916938,0.4591326883222184,0.14367616470007422
514,0.2002329401121222,0.22763858949984267,0.4585377879795177,0.1431858330021008
515,0.19971918946924588,0.2272731677480635,0.45795628100511027,0.1427014118280813
516,0.1991218314012419,0.2269007575505511,0.45742710624989397,0.14219656793757068
517,0.1985593666074846,0.2265152694880721,0.4568873306492932,0.14167813389965672
518,0.1980243509788267,0.2260980586195056,0.456335832230603,0.1411916509404148
519,0.1974713404500656,0.22560331731712382,0.4557579759801806,0.14070998475076
520,0.19683919005456102,0.2249862031988088,0.4551341995033885,0.1401596795935347
521,0.1962360162809203,0.2244192125309658,0.4545511141517925,0.1396434726885007
522,0.1956308016485202,0.22390667453102647,0.453961821219026,0.139132417899903
523,0.195019202716508,0.2234340272896503,0.45333467287255785,0.13861009672338592
524,0.1944781410175244,0.22300249850078271,0.45268811018072597,0.1381133924402228
525,0.19391376653746759,0.22258310027671388,0.45209162547815157,0.1375834790797247
526,0.19330548954609678,0.22215379079597822,0.4515023696324095,0.1370313795589895
527,0.192670501403615,0.2216958915519322,0.45086741302434225,0.1364887453910572
528,0.1920658975066883,0.22118841439740108,0.45024948827135336,0.1359565952834515
529,0.1913931964066423,0.2205802598827773,0.4495860258293952,0.1353931241905708
530,0.1906745969485384,0.2199318152719159,0.44887555873612167,0.1348036914910792
531,0.190015927454559,0.21937329722443238,0.4481641231332845,0.1342258312080091
532,0.1893825949691801,0.2188769497463417,0.4475125666661987,0.1336644444872096
533,0.188740298596335,0.2183873348963604,0.4468581531779853,0.1330829621110674
534,0.1880709387387978,0.21786486092498988,0.4461589267493024,0.1324745097678485
535,0.187383579956309,0.21730646081543958,0.4454445136928352,0.13189680260208742
536,0.1866799679302908,0.216719849911863,0.44470979448835035,0.1313207306866513
537,0.18597047941035788,0.2161432402365356,0.44397737152836536,0.13072172782344732
538,0.1852678150680778,0.2156068756143137,0.4432645050459616,0.1300912805121222
539,0.1845949073225744,0.21506882062147098,0.44253796146717905,0.1295034379102206
540,0.1839143793423713,0.21449066745454282,0.44178749662814526,0.1288981487451546
541,0.1832059462287363,0.2138772815863804,0.44100313033084476,0.1282567956724283
542,0.1824684023361148,0.2132688237808617,0.4401768144275671,0.1276041225026862
543,0.1816968922130392,0.2126111398475246,0.4393241080081374,0.1269586881252359
544,0.18092945592775692,0.2119726920961154,0.43848097334249286,0.1263205960330597
545,0.1801863193814122,0.2113898818830346,0.4376630017807613,0.1256809283751358
546,0.17944164555075962,0.21079421039826357,0.4368501433196731,0.1250225200404939
547,0.1786998285013057,0.2102234528419134,0.43598556242554565,0.12437332509523129
548,0.1779423731257761,0.2096394049876741,0.43508017930619314,0.123718814515938
549,0.1771554424241327,0.2089957667766864,0.434174747548491,0.12303855184223209
550,0.1763836193514971,0.2083473309842571,0.43328960625168744,0.12236446836912421
