HE2C,MIT3A,MIT3C,MIT1A,MIT1B,HE2A,MIT5C,MIT5A,MIT5B
1.69094E-10,3.34273E-12,6.9892E-13,2.36453E-11,4.30774E-12,2.96914E-11,4.6482E-13,4.6482E-13,3.3332E-12
1.67257E-10,3.30267E-12,6.95081E-13,2.3777E-11,4.28373E-12,2.95026E-11,4.59808E-13,4.59808E-13,3.3046E-12
1.65221E-10,3.26391E-12,6.87617E-13,2.35046E-11,4.25332E-12,2.89881E-11,4.55894E-13,4.55894E-13,3.2749E-12
1.63502E-10,3.23286E-12,6.80094E-13,2.34137E-11,4.24976E-12,2.84753E-11,4.51772E-13,4.51772E-13,3.248E-12
1.6178E-10,3.19909E-12,6.71526E-13,2.32778E-11,4.25321E-12,2.79818E-11,4.4802E-13,4.4802E-13,3.224E-12
1.60027E-10,3.1624E-12,6.6339E-13,2.31306E-11,4.25143E-12,2.75222E-11,4.43124E-13,4.43124E-13,3.199E-12
1.58185E-10,3.12367E-12,6.57179E-13,2.30814E-11,4.23454E-12,2.71462E-11,4.38425E-13,4.38425E-13,3.1796E-12
1.56308E-10,3.09009E-12,6.51142E-13,2.30624E-11,4.22112E-12,2.67855E-11,4.33795E-13,4.33795E-13,3.1572E-12
1.54525E-10,3.0632E-12,6.46652E-13,2.32313E-11,4.21412E-12,2.64284E-11,4.2997E-13,4.2997E-13,3.1315E-12
1.52636E-10,3.03206E-12,6.40939E-13,2.32647E-11,4.22565E-12,2.61681E-11,4.25645E-13,4.25645E-13,3.1035E-12
1.50803E-10,3.00118E-12,6.34957E-13,2.31743E-11,4.20762E-12,2.5749E-11,4.22334E-13,4.22334E-13,3.0738E-12
1.49103E-10,2.96559E-12,6.28838E-13,2.30878E-11,4.17399E-12,2.54005E-11,4.18198E-13,4.18198E-13,3.0572E-12
1.47488E-10,2.93617E-12,6.22989E-13,2.31474E-11,4.16006E-12,2.49532E-11,4.14903E-13,4.14903E-13,3.0335E-12
1.45835E-10,2.90717E-12,6.182E-13,2.31993E-11,4.15655E-12,2.46921E-11,4.10539E-13,4.10539E-13,3.0169E-12
1.44263E-10,2.87732E-12,6.12897E-13,2.32588E-11,4.16402E-12,2.43833E-11,4.0681E-13,4.0681E-13,2.9956E-12
1.42702E-10,2.85053E-12,6.08366E-13,2.32734E-11,4.15823E-12,2.41757E-11,4.0268E-13,4.0268E-13,2.9792E-12
1.41224E-10,2.82076E-12,6.02194E-13,2.31385E-11,4.14726E-12,2.37989E-11,3.98905E-13,3.98905E-13,2.9618E-12
1.39479E-10,2.7908E-12,5.96167E-13,2.29737E-11,4.11033E-12,2.35443E-11,3.95313E-13,3.95313E-13,2.9378E-12
1.37818E-10,2.76264E-12,5.90081E-13,2.28615E-11,4.10283E-12,2.32279E-11,3.92386E-13,3.92386E-13,2.9199E-12
1.36314E-10,2.7361E-12,5.86899E-13,2.28054E-11,4.08497E-12,2.30333E-11,3.88593E-13,3.88593E-13,2.9006E-12
1.35055E-10,2.71364E-12,5.82958E-13,2.29954E-11,4.112E-12,2.27987E-11,3.85052E-13,3.85052E-13,2.8784E-12
1.33727E-10,2.68837E-12,5.78657E-13,2.29317E-11,4.09472E-12,2.25062E-11,3.82107E-13,3.82107E-13,2.8619E-12
1.32345E-10,2.66774E-12,5.74155E-13,2.29018E-11,4.12229E-12,2.22912E-11,3.79355E-13,3.79355E-13,2.8438E-12
1.3097E-10,2.64598E-12,5.69768E-13,2.27414E-11,4.11078E-12,2.20401E-11,3.769E-13,3.769E-13,2.8302E-12
1.29615E-10,2.62329E-12,5.65786E-13,2.25924E-11,4.1228E-12,2.18332E-11,3.73253E-13,3.73253E-13,2.8108E-12
1.28324E-10,2.59501E-12,5.61345E-13,2.26034E-11,4.10613E-12,2.16085E-11,3.70368E-13,3.70368E-13,2.7982E-12
1.27082E-10,2.57166E-12,5.57939E-13,2.25959E-11,4.10955E-12,2.14573E-11,3.67367E-13,3.67367E-13,2.7851E-12
1.25903E-10,2.54843E-12,5.53987E-13,2.26552E-11,4.09747E-12,2.12483E-11,3.64526E-13,3.64526E-13,2.7657E-12
1.24843E-10,2.52693E-12,5.49861E-13,2.26883E-11,4.09573E-12,2.105E-11,3.61448E-13,3.61448E-13,2.7435E-12
1.23701E-10,2.50325E-12,5.47541E-13,2.26954E-11,4.06762E-12,2.0631E-11,3.59155E-13,3.59155E-13,2.7263E-12
1.22707E-10,2.48825E-12,5.44269E-13,2.28286E-11,4.08419E-12,2.03538E-11,3.57087E-13,3.57087E-13,2.7102E-12
1.2153E-10,2.47573E-12,5.41286E-13,2.28692E-11,4.07214E-12,2.00921E-11,3.55268E-13,3.55268E-13,2.7032E-12
1.20415E-10,2.459E-12,5.3659E-13,2.27392E-11,4.06584E-12,1.99534E-11,3.5277E-13,3.5277E-13,2.6905E-12
1.19303E-10,2.43843E-12,5.32869E-13,2.24795E-11,4.03098E-12,1.97538E-11,3.50003E-13,3.50003E-13,2.6787E-12
1.1838E-10,2.41792E-12,5.28404E-13,2.23498E-11,4.0344E-12,1.97132E-11,3.47323E-13,3.47323E-13,2.6608E-12
1.17601E-10,2.40686E-12,5.26023E-13,2.24753E-11,4.04123E-12,1.95538E-11,3.45072E-13,3.45072E-13,2.6485E-12
1.16825E-10,2.38808E-12,5.24476E-13,2.25233E-11,4.06404E-12,1.95197E-11,3.43147E-13,3.43147E-13,2.6307E-12
1.16134E-10,2.37559E-12,5.22737E-13,2.25563E-11,4.07481E-12,1.93607E-11,3.41784E-13,3.41784E-13,2.6223E-12
1.15249E-10,2.35727E-12,5.1949E-13,2.25228E-11,4.07249E-12,1.91474E-11,3.40008E-13,3.40008E-13,2.6121E-12
1.14536E-10,2.3474E-12,5.16105E-13,2.25519E-11,4.06271E-12,1.89557E-11,3.38294E-13,3.38294E-13,2.6077E-12
1.1374E-10,2.33651E-12,5.1381E-13,2.25702E-11,4.04221E-12,1.88098E-11,3.35815E-13,3.35815E-13,2.5973E-12
1.13057E-10,2.3253E-12,5.11909E-13,2.26105E-11,4.0456E-12,1.87399E-11,3.33876E-13,3.33876E-13,2.5888E-12
1.1232E-10,2.31478E-12,5.09977E-13,2.2625E-11,4.05807E-12,1.86004E-11,3.3214E-13,3.3214E-13,2.5784E-12
1.11795E-10,2.305E-12,5.0813E-13,2.28052E-11,4.06424E-12,1.84883E-11,3.30839E-13,3.30839E-13,2.5651E-12
1.11243E-10,2.2945E-12,5.06156E-13,2.27899E-11,4.04541E-12,1.83975E-11,3.29227E-13,3.29227E-13,2.5512E-12
1.10609E-10,2.28407E-12,5.03691E-13,2.27927E-11,4.02266E-12,1.82222E-11,3.27678E-13,3.27678E-13,2.5328E-12
1.10017E-10,2.27202E-12,5.01148E-13,2.26635E-11,4.02036E-12,1.81499E-11,3.2582E-13,3.2582E-13,2.5242E-12
1.09342E-10,2.25821E-12,4.98047E-13,2.25747E-11,4.009E-12,1.79751E-11,3.24318E-13,3.24318E-13,2.5159E-12
1.08905E-10,2.24857E-12,4.96089E-13,2.26148E-11,4.00275E-12,1.79482E-11,3.22722E-13,3.22722E-13,2.5108E-12
1.08248E-10,2.23896E-12,4.94171E-13,2.2548E-11,4.01007E-12,1.77796E-11,3.2144E-13,3.2144E-13,2.4979E-12
1.07689E-10,2.2315E-12,4.91823E-13,2.25328E-11,4.02363E-12,1.7744E-11,3.2018E-13,3.2018E-13,2.4884E-12
1.07269E-10,2.2219E-12,4.89783E-13,2.23889E-11,4.03544E-12,1.75729E-11,3.18632E-13,3.18632E-13,2.4754E-12
1.06877E-10,2.215E-12,4.88143E-13,2.23775E-11,4.04214E-12,1.74774E-11,3.1732E-13,3.1732E-13,2.4648E-12
1.06471E-10,2.20525E-12,4.8633E-13,2.22415E-11,4.03356E-12,1.73125E-11,3.15818E-13,3.15818E-13,2.4512E-12
1.05766E-10,2.19571E-12,4.83173E-13,2.21351E-11,3.99624E-12,1.72173E-11,3.14684E-13,3.14684E-13,2.4434E-12
1.05333E-10,2.18833E-12,4.81195E-13,2.21057E-11,3.99509E-12,1.7167E-11,3.13322E-13,3.13322E-13,2.4344E-12
1.04874E-10,2.18077E-12,4.78964E-13,2.20982E-11,4.00409E-12,1.70596E-11,3.12211E-13,3.12211E-13,2.4264E-12
1.04578E-10,2.17286E-12,4.78846E-13,2.19626E-11,4.02209E-12,1.70094E-11,3.10892E-13,3.10892E-13,2.4188E-12
1.04149E-10,2.16552E-12,4.77094E-13,2.19365E-11,4.0102E-12,1.68633E-11,3.09901E-13,3.09901E-13,2.4114E-12
1.03884E-10,2.1596E-12,4.7633E-13,2.18668E-11,4.00614E-12,1.69064E-11,3.0933E-13,3.0933E-13,2.4027E-12
1.03508E-10,2.15263E-12,4.73036E-13,2.18519E-11,4.00325E-12,1.66925E-11,3.08398E-13,3.08398E-13,2.3947E-12
1.03307E-10,2.14533E-12,4.70731E-13,2.18263E-11,4.01613E-12,1.66634E-11,3.0817E-13,3.0817E-13,2.3906E-12
1.03068E-10,2.14068E-12,4.68865E-13,2.1695E-11,4.00484E-12,1.64737E-11,3.06955E-13,3.06955E-13,2.3823E-12
1.02764E-10,2.13798E-12,4.68416E-13,2.1804E-11,3.9885E-12,1.64556E-11,3.06065E-13,3.06065E-13,2.373E-12
1.0254E-10,2.13174E-12,4.68863E-13,2.18582E-11,3.97434E-12,1.63879E-11,3.04645E-13,3.04645E-13,2.3655E-12
1.02262E-10,2.12798E-12,4.68359E-13,2.19415E-11,3.97868E-12,1.63383E-11,3.03966E-13,3.03966E-13,2.3606E-12
1.02199E-10,2.11982E-12,4.67341E-13,2.19992E-11,3.99753E-12,1.6304E-11,3.03136E-13,3.03136E-13,2.3556E-12
1.0195E-10,2.118E-12,4.64835E-13,2.20493E-11,3.99521E-12,1.63319E-11,3.02138E-13,3.02138E-13,2.3453E-12
1.01767E-10,2.10882E-12,4.63576E-13,2.22011E-11,3.98843E-12,1.63652E-11,3.01216E-13,3.01216E-13,2.3337E-12
1.01476E-10,2.1035E-12,4.62103E-13,2.21133E-11,3.98611E-12,1.63031E-11,3.00898E-13,3.00898E-13,2.3221E-12
1.01185E-10,2.09838E-12,4.61908E-13,2.19899E-11,3.9832E-12,1.62509E-11,3.00447E-13,3.00447E-13,2.318E-12
1.00989E-10,2.09378E-12,4.60313E-13,2.19137E-11,3.98359E-12,1.62401E-11,2.99922E-13,2.99922E-13,2.3151E-12
1.00843E-10,2.0913E-12,4.594E-13,2.19965E-11,3.98068E-12,1.63011E-11,2.99342E-13,2.99342E-13,2.3099E-12
1.00687E-10,2.08687E-12,4.57898E-13,2.19523E-11,3.9967E-12,1.61414E-11,2.98125E-13,2.98125E-13,2.3019E-12
1.00409E-10,2.08351E-12,4.56308E-13,2.19334E-11,4.02123E-12,1.59765E-11,2.97546E-13,2.97546E-13,2.2934E-12
1.00105E-10,2.0772E-12,4.54434E-13,2.17888E-11,4.02625E-12,1.59505E-11,2.96258E-13,2.96258E-13,2.2876E-12
1.00053E-10,2.07351E-12,4.53358E-13,2.17053E-11,4.03454E-12,1.59094E-11,2.96072E-13,2.96072E-13,2.2762E-12
9.98834E-11,2.07086E-12,4.52666E-13,2.16077E-11,4.0499E-12,1.58218E-11,2.94955E-13,2.94955E-13,2.2674E-12
9.97402E-11,2.06923E-12,4.51842E-13,2.15423E-11,4.05196E-12,1.5642E-11,2.94322E-13,2.94322E-13,2.2587E-12
9.93063E-11,2.06624E-12,4.50432E-13,2.14374E-11,4.03573E-12,1.56622E-11,2.93189E-13,2.93189E-13,2.251E-12
9.90843E-11,2.06307E-12,4.49104E-13,2.14658E-11,4.01273E-12,1.56927E-11,2.92837E-13,2.92837E-13,2.2422E-12
9.88394E-11,2.0587E-12,4.48284E-13,2.14184E-11,4.01803E-12,1.57154E-11,2.91893E-13,2.91893E-13,2.2316E-12
9.8697E-11,2.05327E-12,4.46959E-13,2.15082E-11,4.02332E-12,1.55745E-11,2.91562E-13,2.91562E-13,2.2253E-12
9.86073E-11,2.04927E-12,4.4644E-13,2.15765E-11,4.04536E-12,1.56077E-11,2.90452E-13,2.90452E-13,2.2249E-12
9.83457E-11,2.04422E-12,4.45162E-13,2.15906E-11,4.0562E-12,1.54644E-11,2.90824E-13,2.90824E-13,2.2254E-12
9.8151E-11,2.03882E-12,4.44309E-13,2.14534E-11,4.05262E-12,1.54362E-11,2.90105E-13,2.90105E-13,2.2205E-12
9.7771E-11,2.03479E-12,4.4221E-13,2.13452E-11,4.03906E-12,1.54002E-11,2.89699E-13,2.89699E-13,2.2149E-12
9.75891E-11,2.03198E-12,4.41031E-13,2.11979E-11,4.01793E-12,1.53695E-11,2.88317E-13,2.88317E-13,2.2024E-12
9.73846E-11,2.03037E-12,4.40219E-13,2.12617E-11,4.01995E-12,1.53184E-11,2.87267E-13,2.87267E-13,2.1913E-12
9.7257E-11,2.02725E-12,4.38906E-13,2.12078E-11,4.01876E-12,1.51808E-11,2.86405E-13,2.86405E-13,2.1801E-12
9.70284E-11,2.02067E-12,4.37885E-13,2.12825E-11,4.03452E-12,1.50816E-11,2.85949E-13,2.85949E-13,2.1758E-12
9.66905E-11,2.0143E-12,4.36046E-13,2.11717E-11,4.04647E-12,1.5018E-11,2.85382E-13,2.85382E-13,2.1724E-12
9.64312E-11,2.00775E-12,4.34622E-13,2.10855E-11,4.05403E-12,1.49901E-11,2.8454E-13,2.8454E-13,2.1661E-12
9.61305E-11,2.00617E-12,4.33698E-13,2.10781E-11,4.07967E-12,1.49978E-11,2.83754E-13,2.83754E-13,2.1578E-12
9.58477E-11,1.99826E-12,4.32438E-13,2.10348E-11,4.08539E-12,1.48328E-11,2.82988E-13,2.82988E-13,2.1528E-12
9.5593E-11,1.99376E-12,4.31222E-13,2.09952E-11,4.09546E-12,1.48406E-11,2.82461E-13,2.82461E-13,2.1472E-12
9.53368E-11,1.98674E-12,4.29474E-13,2.09592E-11,4.07753E-12,1.48128E-11,2.81405E-13,2.81405E-13,2.1411E-12
9.50533E-11,1.98226E-12,4.2855E-13,2.08947E-11,4.0652E-12,1.48255E-11,2.80405E-13,2.80405E-13,2.1344E-12
9.47062E-11,1.97731E-12,4.27505E-13,2.09727E-11,4.08575E-12,1.46863E-11,2.79151E-13,2.79151E-13,2.1278E-12
9.43357E-11,1.97013E-12,4.24981E-13,2.08297E-11,4.09636E-12,1.4522E-11,2.77973E-13,2.77973E-13,2.1197E-12
9.39621E-11,1.96432E-12,4.22711E-13,2.08474E-11,4.11563E-12,1.43935E-11,2.77124E-13,2.77124E-13,2.1142E-12
9.35891E-11,1.95667E-12,4.20567E-13,2.06766E-11,4.08906E-12,1.42676E-11,2.76295E-13,2.76295E-13,2.1039E-12
9.33711E-11,1.95004E-12,4.20639E-13,2.06802E-11,4.08663E-12,1.42426E-11,2.75178E-13,2.75178E-13,2.1007E-12
9.30286E-11,1.94206E-12,4.19237E-13,2.06445E-11,4.08541E-12,1.4291E-11,2.74333E-13,2.74333E-13,2.091E-12
9.27381E-11,1.93512E-12,4.18817E-13,2.07436E-11,4.10894E-12,1.42789E-11,2.7291E-13,2.7291E-13,2.0843E-12
9.23218E-11,1.92751E-12,4.16434E-13,2.06898E-11,4.11823E-12,1.41662E-11,2.71725E-13,2.71725E-13,2.073E-12
9.21091E-11,1.92228E-12,4.15608E-13,2.08704E-11,4.13365E-12,1.40386E-11,2.70362E-13,2.70362E-13,2.0698E-12
9.15603E-11,1.91486E-12,4.1397E-13,2.08383E-11,4.13673E-12,1.39584E-11,2.69509E-13,2.69509E-13,2.06E-12
9.11031E-11,1.90779E-12,4.1298E-13,2.08522E-11,4.13363E-12,1.38534E-11,2.68314E-13,2.68314E-13,2.053E-12
9.06626E-11,1.90006E-12,4.11748E-13,2.08091E-11,4.12377E-12,1.3791E-11,2.67102E-13,2.67102E-13,2.0426E-12
9.00919E-11,1.89035E-12,4.08202E-13,2.07449E-11,4.10101E-12,1.3624E-11,2.6568E-13,2.6568E-13,2.039E-12
8.96122E-11,1.87949E-12,4.06211E-13,2.0621E-11,4.09302E-12,1.35395E-11,2.6424E-13,2.6424E-13,2.0309E-12
8.90852E-11,1.86931E-12,4.03085E-13,2.05817E-11,4.12309E-12,1.34175E-11,2.62647E-13,2.62647E-13,2.0243E-12
8.88278E-11,1.85766E-12,4.02555E-13,2.05709E-11,4.14205E-12,1.33884E-11,2.60594E-13,2.60594E-13,2.013E-12
8.84196E-11,1.85002E-12,4.00894E-13,2.05986E-11,4.14259E-12,1.33486E-11,2.59314E-13,2.59314E-13,2.005E-12
8.79026E-11,1.84107E-12,3.99236E-13,2.05136E-11,4.12112E-12,1.31695E-11,2.57644E-13,2.57644E-13,1.9974E-12
8.74712E-11,1.83511E-12,3.97016E-13,2.05762E-11,4.1296E-12,1.30832E-11,2.56507E-13,2.56507E-13,1.9873E-12
8.67948E-11,1.82157E-12,3.93835E-13,2.03789E-11,4.09839E-12,1.28407E-11,2.54669E-13,2.54669E-13,1.9811E-12
8.60952E-11,1.80494E-12,3.91142E-13,2.02696E-11,4.05685E-12,1.26822E-11,2.53207E-13,2.53207E-13,1.9762E-12
8.52981E-11,1.79016E-12,3.88656E-13,2.00482E-11,4.03916E-12,1.25175E-11,2.51237E-13,2.51237E-13,1.9679E-12
8.46687E-11,1.77625E-12,3.87417E-13,2.01007E-11,4.04401E-12,1.23793E-11,2.49286E-13,2.49286E-13,1.9579E-12
8.4008E-11,1.76811E-12,3.8446E-13,2.01074E-11,4.04276E-12,1.2382E-11,2.4777E-13,2.4777E-13,1.9424E-12
8.32811E-11,1.75296E-12,3.82386E-13,2.01177E-11,4.0069E-12,1.22026E-11,2.45623E-13,2.45623E-13,1.9318E-12
8.25073E-11,1.73852E-12,3.79281E-13,2.00509E-11,3.96565E-12,1.21113E-11,2.43729E-13,2.43729E-13,1.9187E-12
8.17959E-11,1.72234E-12,3.77577E-13,2.00331E-11,3.96083E-12,1.18582E-11,2.414E-13,2.414E-13,1.9081E-12
8.1239E-11,1.70913E-12,3.74807E-13,2.00117E-11,3.94937E-12,1.16819E-11,2.3955E-13,2.3955E-13,1.9014E-12
8.06349E-11,1.69498E-12,3.71679E-13,1.98753E-11,3.9343E-12,1.14666E-11,2.37234E-13,2.37234E-13,1.8883E-12
8.00326E-11,1.68104E-12,3.69753E-13,1.98785E-11,3.92348E-12,1.13494E-11,2.35289E-13,2.35289E-13,1.8799E-12
7.92868E-11,1.66535E-12,3.679E-13,1.97912E-11,3.90244E-12,1.11875E-11,2.332E-13,2.332E-13,1.8668E-12
7.85511E-11,1.65307E-12,3.6629E-13,1.98187E-11,3.89587E-12,1.11252E-11,2.31002E-13,2.31002E-13,1.8552E-12
7.78106E-11,1.63537E-12,3.62749E-13,1.96378E-11,3.86291E-12,1.09287E-11,2.29035E-13,2.29035E-13,1.8431E-12
7.70319E-11,1.62243E-12,3.59344E-13,1.95473E-11,3.8151E-12,1.07676E-11,2.26469E-13,2.26469E-13,1.8277E-12
7.63582E-11,1.606E-12,3.56621E-13,1.95228E-11,3.80387E-12,1.0607E-11,2.24041E-13,2.24041E-13,1.8172E-12
7.55645E-11,1.59345E-12,3.54328E-13,1.94741E-11,3.78253E-12,1.03766E-11,2.21226E-13,2.21226E-13,1.8012E-12
7.47466E-11,1.57458E-12,3.51838E-13,1.93806E-11,3.75767E-12,1.02202E-11,2.19044E-13,2.19044E-13,1.7916E-12
7.40263E-11,1.55818E-12,3.49472E-13,1.93218E-11,3.72037E-12,1.00799E-11,2.16983E-13,2.16983E-13,1.7783E-12
7.32613E-11,1.54071E-12,3.468E-13,1.91492E-11,3.70513E-12,9.92232E-12,2.14727E-13,2.14727E-13,1.7649E-12
7.25497E-11,1.52518E-12,3.44481E-13,1.9001E-11,3.68634E-12,9.80178E-12,2.12427E-13,2.12427E-13,1.7526E-12
7.16966E-11,1.50802E-12,3.41701E-13,1.88909E-11,3.67116E-12,9.60982E-12,2.1011E-13,2.1011E-13,1.7384E-12
7.09246E-11,1.49185E-12,3.40106E-13,1.88637E-11,3.65959E-12,9.52644E-12,2.07934E-13,2.07934E-13,1.725E-12
7.02039E-11,1.47556E-12,3.37848E-13,1.88227E-11,3.66328E-12,9.33669E-12,2.05226E-13,2.05226E-13,1.7087E-12
6.9347E-11,1.46025E-12,3.34931E-13,1.86032E-11,3.63578E-12,9.21714E-12,2.02669E-13,2.02669E-13,1.6948E-12
6.85395E-11,1.44499E-12,3.3209E-13,1.85831E-11,3.6136E-12,9.09782E-12,2.00307E-13,2.00307E-13,1.6805E-12
6.77571E-11,1.43186E-12,3.28928E-13,1.85662E-11,3.598E-12,8.92634E-12,1.98412E-13,1.98412E-13,1.6693E-12
6.6896E-11,1.41401E-12,3.25726E-13,1.85154E-11,3.58711E-12,8.6791E-12,1.96304E-13,1.96304E-13,1.6538E-12
6.60346E-11,1.39696E-12,3.21717E-13,1.83893E-11,3.55871E-12,8.48629E-12,1.94021E-13,1.94021E-13,1.6407E-12
6.51363E-11,1.37564E-12,3.1882E-13,1.81712E-11,3.51566E-12,8.2954E-12,1.91266E-13,1.91266E-13,1.6267E-12
6.43592E-11,1.35739E-12,3.16064E-13,1.80726E-11,3.51122E-12,8.18047E-12,1.88815E-13,1.88815E-13,1.6143E-12
6.35716E-11,1.34099E-12,3.13736E-13,1.7933E-11,3.50269E-12,7.95811E-12,1.86162E-13,1.86162E-13,1.6033E-12
6.27023E-11,1.32601E-12,3.10874E-13,1.78282E-11,3.48843E-12,7.83938E-12,1.8389E-13,1.8389E-13,1.5866E-12
6.19E-11,1.31077E-12,3.08794E-13,1.7758E-11,3.47012E-12,7.61353E-12,1.8139E-13,1.8139E-13,1.5757E-12
6.11274E-11,1.29336E-12,3.06128E-13,1.76674E-11,3.45647E-12,7.44181E-12,1.79191E-13,1.79191E-13,1.5625E-12
6.0353E-11,1.27633E-12,3.02178E-13,1.75566E-11,3.43768E-12,7.1594E-12,1.77051E-13,1.77051E-13,1.5539E-12
5.95107E-11,1.25974E-12,2.98538E-13,1.74288E-11,3.39293E-12,7.02223E-12,1.74894E-13,1.74894E-13,1.5393E-12
5.86905E-11,1.2441E-12,2.95475E-13,1.73752E-11,3.36317E-12,6.92519E-12,1.72327E-13,1.72327E-13,1.5237E-12
5.79011E-11,1.22739E-12,2.93544E-13,1.72477E-11,3.35077E-12,6.77367E-12,1.69562E-13,1.69562E-13,1.5098E-12
5.72455E-11,1.2121E-12,2.91444E-13,1.72115E-11,3.3562E-12,6.67943E-12,1.67251E-13,1.67251E-13,1.4982E-12
5.64735E-11,1.19639E-12,2.88784E-13,1.71282E-11,3.33976E-12,6.43906E-12,1.65262E-13,1.65262E-13,1.4856E-12
5.57532E-11,1.18423E-12,2.85777E-13,1.70749E-11,3.32793E-12,6.30921E-12,1.63234E-13,1.63234E-13,1.47E-12
5.50064E-11,1.16982E-12,2.84107E-13,1.7089E-11,3.33792E-12,6.16431E-12,1.60646E-13,1.60646E-13,1.4538E-12
5.42415E-11,1.153E-12,2.8105E-13,1.68369E-11,3.31239E-12,6.01623E-12,1.58631E-13,1.58631E-13,1.4421E-12
5.35999E-11,1.13645E-12,2.78797E-13,1.67369E-11,3.3162E-12,5.92061E-12,1.56367E-13,1.56367E-13,1.4298E-12
5.28645E-11,1.12233E-12,2.75901E-13,1.664E-11,3.28619E-12,5.66233E-12,1.54166E-13,1.54166E-13,1.4134E-12
5.21168E-11,1.10922E-12,2.73953E-13,1.6698E-11,3.29561E-12,5.56625E-12,1.51869E-13,1.51869E-13,1.4002E-12
5.12344E-11,1.09295E-12,2.71276E-13,1.67387E-11,3.26429E-12,5.38147E-12,1.50016E-13,1.50016E-13,1.3913E-12
5.04505E-11,1.07644E-12,2.68545E-13,1.66826E-11,3.2531E-12,5.33804E-12,1.47894E-13,1.47894E-13,1.3838E-12
4.97133E-11,1.06019E-12,2.66084E-13,1.65829E-11,3.24646E-12,5.13657E-12,1.45486E-13,1.45486E-13,1.3715E-12
4.90695E-11,1.04602E-12,2.63247E-13,1.64976E-11,3.23825E-12,4.99029E-12,1.43406E-13,1.43406E-13,1.3562E-12
4.84139E-11,1.03327E-12,2.61235E-13,1.64651E-11,3.23616E-12,4.80947E-12,1.41712E-13,1.41712E-13,1.3456E-12
4.7768E-11,1.01919E-12,2.58964E-13,1.64357E-11,3.22048E-12,4.6992E-12,1.40266E-13,1.40266E-13,1.335E-12
4.70219E-11,1.00412E-12,2.57022E-13,1.63425E-11,3.21387E-12,4.51467E-12,1.38105E-13,1.38105E-13,1.3255E-12
4.63002E-11,9.89406E-13,2.53717E-13,1.62433E-11,3.1932E-12,4.24461E-12,1.35836E-13,1.35836E-13,1.313E-12
4.55885E-11,9.78317E-13,2.5109E-13,1.6115E-11,3.1906E-12,3.99019E-12,1.33463E-13,1.33463E-13,1.3031E-12
4.51226E-11,9.66519E-13,2.49012E-13,1.61727E-11,3.20103E-12,3.90046E-12,1.31028E-13,1.31028E-13,1.2924E-12
4.45912E-11,9.54249E-13,2.47639E-13,1.61405E-11,3.21594E-12,3.82608E-12,1.29419E-13,1.29419E-13,1.2819E-12
4.4008E-11,9.3972E-13,2.45856E-13,1.6184E-11,3.18837E-12,3.78996E-12,1.27816E-13,1.27816E-13,1.2715E-12
4.33202E-11,9.25965E-13,2.44085E-13,1.61405E-11,3.18682E-12,3.62827E-12,1.26505E-13,1.26505E-13,1.2612E-12
4.27814E-11,9.16065E-13,2.41644E-13,1.61113E-11,3.18976E-12,3.53688E-12,1.24316E-13,1.24316E-13,1.2517E-12
4.22515E-11,9.03022E-13,2.39468E-13,1.59983E-11,3.20066E-12,3.42642E-12,1.224E-13,1.224E-13,1.242E-12
4.17434E-11,8.92503E-13,2.37087E-13,1.59721E-11,3.18059E-12,3.36945E-12,1.20525E-13,1.20525E-13,1.2314E-12
4.11905E-11,8.79636E-13,2.3558E-13,1.59721E-11,3.15761E-12,3.20863E-12,1.18883E-13,1.18883E-13,1.2194E-12
4.05806E-11,8.67845E-13,2.32623E-13,1.59169E-11,3.12069E-12,3.02902E-12,1.17091E-13,1.17091E-13,1.2071E-12
4.00918E-11,8.56496E-13,2.30994E-13,1.5905E-11,3.11967E-12,2.81718E-12,1.15447E-13,1.15447E-13,1.1981E-12
3.94657E-11,8.42095E-13,2.28695E-13,1.58499E-11,3.09727E-12,2.76259E-12,1.13757E-13,1.13757E-13,1.1911E-12
3.88956E-11,8.30198E-13,2.27033E-13,1.58066E-11,3.10918E-12,2.62135E-12,1.11743E-13,1.11743E-13,1.1821E-12
3.82757E-11,8.17911E-13,2.24667E-13,1.57083E-11,3.08131E-12,2.53038E-12,1.09928E-13,1.09928E-13,1.1712E-12
3.7841E-11,8.08205E-13,2.2371E-13,1.57255E-11,3.09668E-12,2.42273E-12,1.08243E-13,1.08243E-13,1.1609E-12
3.73851E-11,7.9958E-13,2.2234E-13,1.56706E-11,3.06935E-12,2.385E-12,1.06718E-13,1.06718E-13,1.1521E-12
3.69326E-11,7.88709E-13,2.19779E-13,1.56676E-11,3.07627E-12,2.40055E-12,1.05421E-13,1.05421E-13,1.1434E-12
3.64738E-11,7.79136E-13,2.16922E-13,1.55984E-11,3.06583E-12,2.24142E-12,1.03972E-13,1.03972E-13,1.1315E-12
3.59024E-11,7.65021E-13,2.14579E-13,1.55667E-11,3.07324E-12,2.11709E-12,1.02736E-13,1.02736E-13,1.1226E-12
3.53498E-11,7.54326E-13,2.12641E-13,1.54803E-11,3.08461E-12,2.0456E-12,1.01109E-13,1.01109E-13,1.1149E-12
3.4815E-11,7.42484E-13,2.11215E-13,1.53019E-11,3.07569E-12,1.88669E-12,9.93945E-14,9.93945E-14,1.1074E-12
3.4344E-11,7.32634E-13,2.0898E-13,1.51954E-11,3.06677E-12,1.81514E-12,9.75997E-14,9.75997E-14,1.0976E-12
