wvl,BRA,BRB,BRC,HE1A,HE2A,HE2B,HE2C,MIT1A,MIT1B,MIT1C,MIT2A,MIT2B,MIT2C,MIT3A,MIT3B,MIT3C,MIT4A,MIT4B,MIT4C,MIT5A,MIT5B,MIT5C
683,0.000899502,0.000722629,0.000759309,0.001015454,0.000513863,0.000452654,0.000513766,0.000502484,0.002349496,0.000932397,0.000244509,0.000248473,0.000273941,0.000883689,0.000821201,0.000856121,0.000784791,0.000795744,0.000913587,0.000749252,0.000595484,0.000772744
686,0.000879948,0.00070274,0.000759309,0.001015454,0.00068515,0.000417835,0.000498655,0.000586231,0.002349496,0.000932397,0.000228208,0.000273321,0.000251112,0.000864052,0.000807956,0.000835737,0.000769984,0.000772166,0.000913587,0.000742048,0.00056364,0.000746549
689,0.000850616,0.000682851,0.000724795,0.000930833,0.00068515,0.000417835,0.000468434,0.000586231,0.002349496,0.000932397,0.000244509,0.000273321,0.000228284,0.000844414,0.000781466,0.000815354,0.000755176,0.000748589,0.000894942,0.000720435,0.000538164,0.000720355
692,0.000821284,0.000656333,0.00069028,0.000888522,0.000513863,0.000383015,0.000438212,0.000502484,0.002321855,0.000932397,0.000228208,0.000248473,0.000228284,0.000824777,0.000754975,0.000774586,0.000725562,0.000730906,0.000857653,0.000698822,0.000499951,0.000687611
695,0.000811507,0.000629814,0.00069028,0.000846212,0.00068515,0.000383015,0.000423102,0.000586231,0.002321855,0.001035996,0.000228208,0.000248473,0.000251112,0.000805139,0.00074173,0.000754202,0.000710754,0.000707328,0.000839008,0.000677209,0.000493583,0.000667965
698,0.000782176,0.000603296,0.000655766,0.000803901,0.00068515,0.000348196,0.000407991,0.000586231,0.002294214,0.001035996,0.000228208,0.000248473,0.000251112,0.000765864,0.00071524,0.000754202,0.000695947,0.00068375,0.000801719,0.000648391,0.000468107,0.000635222
701,0.000752844,0.000583407,0.000655766,0.00071928,0.00068515,0.000313376,0.00039288,0.000586231,0.002266573,0.001035996,0.000228208,0.000273321,0.000228284,0.000746226,0.000675504,0.000733818,0.000681139,0.000666067,0.000783074,0.000626778,0.000433079,0.000609027
704,0.00073329,0.000556888,0.000586738,0.000761591,0.000513863,0.000278556,0.000377769,0.000586231,0.002238932,0.000932397,0.000211908,0.000248473,0.000205456,0.000726589,0.000662259,0.000713434,0.000666332,0.00064249,0.00076443,0.000612369,0.000417157,0.000589381
707,0.000723512,0.000543629,0.000586738,0.000888522,0.00068515,0.000313376,0.000377769,0.000586231,0.002211291,0.000932397,0.000211908,0.000223626,0.000228284,0.000726589,0.000649014,0.00069305,0.000651525,0.000618912,0.000745785,0.000605165,0.000410788,0.000582832
710,0.000723512,0.000536999,0.000621252,0.000888522,0.000856438,0.000313376,0.000377769,0.000669979,0.002211291,0.001035996,0.000228208,0.000273321,0.000251112,0.000726589,0.000649014,0.00069305,0.000651525,0.000601229,0.000745785,0.000597961,0.00039805,0.000569735
713,0.000703958,0.00052374,0.000655766,0.000803901,0.000856438,0.000348196,0.000377769,0.000669979,0.002211291,0.001035996,0.000244509,0.000273321,0.000273941,0.000706951,0.000635769,0.000672667,0.000636717,0.00058944,0.000745785,0.000576348,0.000359838,0.000550089
716,0.000674627,0.000497222,0.000586738,0.000803901,0.00068515,0.000313376,0.000347548,0.000586231,0.002156008,0.001035996,0.000228208,0.000273321,0.000251112,0.000667676,0.000609278,0.000652283,0.000607103,0.000565862,0.000708496,0.00054753,0.000331178,0.000530443
719,0.000635518,0.000477333,0.000552224,0.000803901,0.000513863,0.000243737,0.000317326,0.000502484,0.002100726,0.000932397,0.000195607,0.000223626,0.000205456,0.000628401,0.000569543,0.000611515,0.000577488,0.000542285,0.000671207,0.000533122,0.000289781,0.000510797
722,0.000615963,0.000450814,0.00051771,0.000761591,0.000513863,0.000243737,0.000287105,0.000502484,0.002073085,0.000828797,0.000179307,0.000223626,0.000159799,0.000589126,0.000543052,0.000591131,0.00056268,0.000524602,0.000633917,0.000518713,0.000289781,0.000484602
725,0.000596409,0.000430926,0.00051771,0.000676969,0.000513863,0.000243737,0.000256883,0.000418737,0.002045444,0.000828797,0.000179307,0.000223626,0.000159799,0.000569489,0.000516562,0.000550364,0.000547873,0.000501024,0.000615273,0.000489896,0.00026749,0.000458408
728,0.000576855,0.000417666,0.000483196,0.000634659,0.000513863,0.000208917,0.000256883,0.000418737,0.002045444,0.000828797,0.000179307,0.000223626,0.000182627,0.000569489,0.000503317,0.00052998,0.000518258,0.000489235,0.000596628,0.000475487,0.000245199,0.000432213
731,0.000567077,0.000397777,0.000448682,0.000634659,0.000513863,0.000174098,0.000241772,0.000418737,0.002017803,0.000725198,0.000179307,0.000223626,0.000159799,0.000549851,0.000476827,0.000509596,0.000503451,0.000471552,0.000577984,0.000468283,0.000248384,0.000425664
734,0.000547523,0.000384518,0.000448682,0.00071928,0.00068515,0.000174098,0.000241772,0.000502484,0.002017803,0.000828797,0.000195607,0.000223626,0.000159799,0.000530214,0.000476827,0.000489212,0.000503451,0.000459763,0.000559339,0.000475487,0.000248384,0.000419115
737,0.000537746,0.000384518,0.000483196,0.000761591,0.000856438,0.000208917,0.000241772,0.000502484,0.002045444,0.000932397,0.000195607,0.000223626,0.000205456,0.000530214,0.000476827,0.000509596,0.000518258,0.000447974,0.000559339,0.000475487,0.000248384,0.000412567
740,0.000527969,0.000371259,0.00051771,0.00071928,0.000856438,0.000243737,0.000256883,0.000502484,0.002017803,0.000828797,0.000195607,0.000223626,0.000205456,0.000530214,0.000476827,0.000509596,0.000503451,0.00044208,0.000540694,0.000461078,0.000216539,0.000406018
743,0.000498637,0.00035137,0.000448682,0.000634659,0.00068515,0.000174098,0.000226662,0.000502484,0.00196252,0.000725198,0.000179307,0.000223626,0.000182627,0.000490938,0.000437091,0.000468828,0.000488643,0.000418502,0.00052205,0.000439465,0.000184695,0.000379823
746,0.000459528,0.000324852,0.000379654,0.000634659,0.000513863,0.000104459,0.00019644,0.000418737,0.001907238,0.000621598,0.000163006,0.000198779,0.000159799,0.000471301,0.000410601,0.000448444,0.000459029,0.000394925,0.000503405,0.000417852,0.00015922,0.000366726
749,0.000449751,0.000311592,0.000379654,0.000550038,0.000513863,0.000104459,0.00019644,0.000418737,0.001907238,0.000725198,0.000163006,0.000198779,0.000182627,0.000432026,0.000397355,0.000428061,0.000444221,0.000383136,0.00048476,0.000389035,0.000152851,0.000340531
752,0.000449751,0.000304963,0.000379654,0.000634659,0.000513863,0.000104459,0.00019644,0.000334989,0.001907238,0.000621598,0.000163006,0.000198779,0.000159799,0.000432026,0.000397355,0.000407677,0.000444221,0.000371347,0.000466116,0.000403443,0.000156036,0.000327434
755,0.000439974,0.000298333,0.000379654,0.000634659,0.000342575,0.000139278,0.00019644,0.000418737,0.001879597,0.000725198,0.000179307,0.000223626,0.000159799,0.000432026,0.00038411,0.000407677,0.000429414,0.000359558,0.000447471,0.000396239,0.000140114,0.000320885
758,0.000410642,0.000278444,0.000310626,0.000634659,0.000342575,6.96E-05,0.000181329,0.000418737,0.001879597,0.000725198,0.000163006,0.000198779,0.000159799,0.000392751,0.00035762,0.000387293,0.000429414,0.00034777,0.000428826,0.00038183,0.000136929,0.000320885
761,0.000400865,0.000271815,0.00034514,0.000676969,0.000171288,3.48E-05,0.000166218,0.000334989,0.001851956,0.000725198,0.000163006,0.000198779,0.00013697,0.000373113,0.000344375,0.000366909,0.000414607,0.000335981,0.000428826,0.00038183,0.000127376,0.000307788
764,0.000400865,0.000265185,0.000310626,0.000550038,0.000342575,6.96E-05,0.000181329,0.000418737,0.001824315,0.000828797,0.000163006,0.000198779,0.000159799,0.000392751,0.000344375,0.000346525,0.000399799,0.000330086,0.000410182,0.000353013,0.000121007,0.000281593
767,0.000410642,0.000265185,0.00034514,0.000465416,0.000513863,0.000104459,0.000181329,0.000418737,0.001851956,0.000932397,0.000179307,0.000223626,0.000159799,0.000392751,0.000344375,0.000366909,0.000414607,0.000324192,0.000428826,0.0003314,8.28E-05,0.000275045
770,0.000400865,0.000245296,0.000310626,0.000380795,0.000342575,6.96E-05,0.000151108,0.000334989,0.001824315,0.000725198,0.000146705,0.000198779,0.000114142,0.000392751,0.000317884,0.000346525,0.000414607,0.000306509,0.000391537,0.000309787,4.14E-05,0.000255398
773,0.000371533,0.000238666,0.000310626,0.000465416,0.000171288,6.96E-05,0.000135997,0.000334989,0.001824315,0.000621598,0.000146705,0.000173931,0.000114142,0.000353476,0.000304639,0.000326141,0.000384992,0.00029472,0.000372893,0.000316991,6.37E-05,0.000261947
776,0.000342202,0.000225407,0.000310626,0.000550038,0.000171288,3.48E-05,0.000135997,0.000334989,0.001769033,0.000725198,0.000130405,0.000173931,0.000114142,0.000353476,0.000291394,0.000326141,0.000370184,0.000282931,0.000372893,0.0003314,7.64E-05,0.000261947
779,0.000342202,0.000225407,0.000310626,0.000550038,0.000342575,0,0.000135997,0.000502484,0.001741391,0.000828797,0.000146705,0.000173931,0.000114142,0.000333838,0.000291394,0.000305758,0.000355377,0.000277037,0.000354248,0.0003314,6.69E-05,0.00024885
782,0.000332425,0.000212148,0.000241598,0.000592348,0.000342575,0,0.000120886,0.000502484,0.001741391,0.000725198,0.000146705,0.000173931,0.000114142,0.000314201,0.000291394,0.000305758,0.000370184,0.000271142,0.000354248,0.000338604,7.32E-05,0.00024885
785,0.00031287,0.000198889,0.000207084,0.000507727,0.000342575,-3.48E-05,0.000105775,0.000334989,0.001741391,0.000517998,0.000130405,0.000173931,0.000114142,0.000314201,0.000264904,0.00026499,0.00034057,0.000265248,0.000354248,0.000324196,6.05E-05,0.000235752
788,0.000322647,0.000198889,0.000276112,0.000423106,0.000513863,3.48E-05,0.000151108,0.000418737,0.001741391,0.000621598,0.000163006,0.000198779,0.000159799,0.000333838,0.000264904,0.00026499,0.000355377,0.000259354,0.000354248,0.000309787,3.82E-05,0.000222655
791,0.000322647,0.000192259,0.000276112,0.000465416,0.000513863,0.000104459,0.000166218,0.000502484,0.00171375,0.000725198,0.000163006,0.000198779,0.000182627,0.000314201,0.000264904,0.00026499,0.000370184,0.000247565,0.000335603,0.000288174,5.10E-05,0.000216106
794,0.000303093,0.000185629,0.000241598,0.000465416,0.000342575,3.48E-05,0.000135997,0.000334989,0.00171375,0.000725198,0.000146705,0.000173931,0.00013697,0.000294563,0.000251658,0.000244606,0.00034057,0.00024167,0.000298314,0.000288174,1.59E-05,0.000216106
797,0.000293316,0.000185629,0.000276112,0.000380795,0.000342575,0,0.000120886,0.000334989,0.00171375,0.000621598,0.000163006,0.000149084,0.000114142,0.000274926,0.000251658,0.00026499,0.00034057,0.000235776,0.000298314,0.000288174,-1.59E-05,0.000203009
